v,Feature importance based on training set,Feature importance based on test set,Subtypes,colors,x,y,Bit Substructure,Proportion in inhibitors,Proportion in non-inhibitors
PharmacoErGFP89,0.004143268485314933,0.0021710594101980174,PharmacoErGFP,#003fff,2,26,"('Donor', 'Hydrophobic', 6)",0.35311143270622286,0.2639902676399027
PubChemFP11,0.0041221201143704644,0.0005495133174056033,PubChemFP,#d600ff,17,17,>= 8 C,0.8031837916063675,0.6642335766423357
PubChemFP620,0.004095985946555303,0.003651600399998123,PubChemFP,#d600ff,34,20,C:C-O-C-C,0.27206946454413894,0.1630170316301703
PharmacoErGFP264,0.004005739672642505,0.002447694769024955,PharmacoErGFP,#003fff,6,28,"('Positive', 'Negative', 13)",0.35311143270622286,0.39659367396593675
MACCSFP79,0.003930615363469392,0.0008056231048325646,MACCSFP,#00c7ff,24,30,"('[#7]~*~*~[#7]', 0)",0.5180897250361794,0.4635036496350365
MACCSFP115,0.003880859581293694,0.0018025715467765435,MACCSFP,#00c7ff,22,17,"('[CH3]~*~[CH2]~*', 0)",0.447178002894356,0.35036496350364965
PubChemFP571,0.0038762504916083906,0.002680966472804691,PubChemFP,#d600ff,27,16,[#1]-C-O-[#1],0.5803183791606368,0.41605839416058393
PharmacoErGFP85,0.003816076297185944,0.004463461367107069,PharmacoErGFP,#003fff,6,25,"('Donor', 'Hydrophobic', 2)",0.4515195369030391,0.5121654501216545
PharmacoErGFP106,0.003800167814560995,-0.001217762335344541,PharmacoErGFP,#003fff,11,28,"('Donor', 'Aromatic', 2)",0.85383502170767,0.8333333333333334
MACCSFP125,0.003780594888222133,0.005984631432894294,MACCSFP,#00c7ff,13,24,"('?', 0)",0.9696092619392185,0.9184914841849149
PubChemFP555,0.0037460142418007103,0.005876403457430013,PubChemFP,#d600ff,28,31,N=C-C=C,0.5455861070911722,0.43795620437956206
MACCSFP117,0.003702080337482705,0.0017909418989132675,MACCSFP,#00c7ff,28,26,"('[#7]~*~[#8]', 0)",0.8683068017366136,0.791970802919708
PharmacoErGFP385,0.0036772239596336576,0.005160772260033419,PharmacoErGFP,#003fff,8,22,"('Hydrophobic', 'Hydrophobic', 8)",0.3791606367583213,0.3759124087591241
MACCSFP86,0.003617302457463334,0.0017198303279368776,MACCSFP,#00c7ff,21,25,"('[C;H2,H3][!#6;!#1][C;H2,H3]', 0)",0.40955137481910275,0.2846715328467153
MACCSFP17,0.003609376231185346,-0.003756099640955468,MACCSFP,#00c7ff,25,16,"('[#6]#[#6]', 0)",0.0694645441389291,0.00851581508515815
MACCSFP149,0.003591152026331479,0.006043415783144712,MACCSFP,#00c7ff,20,17,"('[C;H3,H4]', 1)",0.748191027496382,0.6192214111922141
PubChemFP431,0.0035499758445003415,0.0014440072669745785,PubChemFP,#d600ff,26,30,C(-C)(-C)(=N),0.2691751085383502,0.28588807785888076
PubChemFP417,0.003513661152125147,-0.003608826701039125,PubChemFP,#d600ff,24,16,C#C,0.0694645441389291,0.00851581508515815
PubChemFP601,0.003492549327702432,0.0054594908969624045,PubChemFP,#d600ff,26,31,N-C:C:C-N,0.15340086830680175,0.14963503649635038
PharmacoErGFP387,0.003482969802388658,0.005429975860782754,PharmacoErGFP,#003fff,5,25,"('Hydrophobic', 'Hydrophobic', 10)",0.2532561505065123,0.3722627737226277
PubChemFP777,0.003439086951769532,0.0020457903071808836,PubChemFP,#d600ff,35,14,CC1CCC(O)CC1,0.21128798842257598,0.1897810218978102
PubChemFP333,0.0034180229762568737,-0.0019401052949864495,PubChemFP,#d600ff,18,28,C(~C)(~C)(~C),1.0,0.9854014598540146
PharmacoErGFP284,0.0033863494710030806,0.00248691897784159,PharmacoErGFP,#003fff,2,36,"('Positive', 'Hydrophobic', 12)",0.9276410998552822,0.8503649635036497
PubChemFP638,0.003353165625738841,8.696765412186114e-05,PubChemFP,#d600ff,30,19,O-C-C-C-N,0.26049204052098407,0.13138686131386862
PubChemFP689,0.003316253605048558,-0.0029033102029261126,PubChemFP,#d600ff,33,12,O-C-C-C-C-C-C,0.8104196816208393,0.7116788321167883
MACCSFP114,0.0032899885427799536,0.0011314966908876345,MACCSFP,#00c7ff,23,18,"('[CH3]~[CH2]~*', 0)",0.3024602026049204,0.17639902676399027
PharmacoErGFP184,0.0032003374625967362,0.0020666946120878604,PharmacoErGFP,#003fff,8,25,"('Acceptor', 'Negative', 17)",0.48914616497829233,0.5547445255474452
PubChemFP516,0.0031425409200351306,-0.0010981577399530318,PubChemFP,#d600ff,14,24,[#1]-C=C-[#1],0.9681620839363242,0.9476885644768857
PubChemFP0,0.0031368726912562317,-0.0009247648742626291,PubChemFP,#d600ff,25,20,>= 4 H,1.0,1.0
PharmacoErGFP151,0.0031150494251892535,0.002649397249210983,PharmacoErGFP,#003fff,5,20,"('Acceptor', 'Positive', 5)",0.3545586107091172,0.19586374695863748
PharmacoErGFP185,0.0030533452667411143,0.0036362223893918744,PharmacoErGFP,#003fff,7,25,"('Acceptor', 'Negative', 18)",0.4630969609261939,0.5182481751824818
PubChemFP637,0.003039834674395836,-0.008128909777856075,PubChemFP,#d600ff,31,17,O-C-C-C-C,0.8306801736613604,0.7420924574209246
PubChemFP25,0.003024689344427567,0.003079847775791844,PubChemFP,#d600ff,25,14,>= 4 F,0.11143270622286541,0.032846715328467155
PubChemFP584,0.003015747919874967,0.003875061217848641,PubChemFP,#d600ff,12,26,C:C-C=C-C,0.9927641099855282,0.9854014598540146
PharmacoErGFP210,0.0029078962048515455,0.0019013551308920684,PharmacoErGFP,#003fff,10,18,"('Acceptor', 'Aromatic', 1)",0.6483357452966715,0.4902676399026764
PubChemFP643,0.0028621930499611037,-0.0003371029620451438,PubChemFP,#d600ff,14,31,[#1]-C-C-N-[#1],0.7163531114327062,0.6982968369829684
PubChemFP615,0.0028613455386732323,0.0013052950602477909,PubChemFP,#d600ff,30,21,N-C-C-O-C,0.21128798842257598,0.2116788321167883
PubChemFP523,0.002837666474602152,0.0015080709892668631,PubChemFP,#d600ff,28,30,N:C:C-C,0.5238784370477568,0.4075425790754258
PubChemFP308,0.0027664027003617697,0.001001332917152653,PubChemFP,#d600ff,28,17,O-H,0.5904486251808972,0.4233576642335766
PubChemFP691,0.002744488584354887,0.00024358513167643814,PubChemFP,#d600ff,32,17,O-C-C-C-C-C-N,0.36324167872648333,0.23114355231143552
PubChemFP427,0.002719725785230498,-0.0029027114750964644,PubChemFP,#d600ff,25,18,C(#C)(-C),0.0694645441389291,0.00851581508515815
PubChemFP613,0.0027081908816894984,0.0017773841238138965,PubChemFP,#d600ff,24,28,C-N-C-C-C,0.9942112879884226,0.9525547445255474
PharmacoErGFP380,0.0026757087508478272,0.0004616318367066663,PharmacoErGFP,#003fff,10,22,"('Hydrophobic', 'Hydrophobic', 3)",0.3024602026049204,0.2639902676399027
PharmacoErGFP187,0.00264502992268556,0.0033558812574483454,PharmacoErGFP,#003fff,6,24,"('Acceptor', 'Negative', 20)",0.5209840810419681,0.51338199513382
PharmacoErGFP190,0.0026330530432761012,0.0036023566300220633,PharmacoErGFP,#003fff,3,24,"('Acceptor', 'Hydrophobic', 2)",0.3704775687409551,0.3004866180048662
PubChemFP798,0.0026260467926867426,0.0006456906389518124,PubChemFP,#d600ff,35,8,CC1CC(O)CCC1,0.2662807525325615,0.16423357664233576
MACCSFP90,0.0025775870313090588,-0.0008635548384565706,MACCSFP,#00c7ff,13,30,"('[$([!#6;!#1;!H0]~*~*~[CH2]~*),$([!#6;!#1;!H0;R]1@[R]@[R]@[CH2;R]1),$([!#6;!#1;!H0]~[R]1@[R]@[CH2;R]1)]', 0)",0.7134587554269175,0.6167883211678832
PharmacoErGFP105,0.0025702740449154438,6.952347528010883e-06,PharmacoErGFP,#003fff,11,29,"('Donor', 'Aromatic', 1)",0.9826338639652678,0.9464720194647201
PharmacoErGFP410,0.002567652534031517,6.2001075620155e-05,PharmacoErGFP,#003fff,11,17,"('Hydrophobic', 'Aromatic', 12)",0.361794500723589,0.17153284671532848
PubChemFP143,0.002564884924275923,0.00010836690106719171,PubChemFP,#d600ff,23,16,>= 1 any ring size 5,0.5846599131693199,0.572992700729927
PubChemFP569,0.002563143505383836,0.004603811751861198,PubChemFP,#d600ff,25,30,N-C-C-N,0.5108538350217077,0.4416058394160584
PubChemFP688,0.002550573771615494,-0.001607490937060141,PubChemFP,#d600ff,17,30,C-C-C-C-C-C-C,1.0,0.9708029197080292
PubChemFP482,0.002528975859057314,-0.001986444245343777,PubChemFP,#d600ff,29,32,C:N-C:C,0.5021707670043415,0.40389294403892945
PubChemFP374,0.0025104562081357806,-0.0026418270871019223,PubChemFP,#d600ff,22,19,C(~H)(~H)(~H),0.9565846599131693,0.8746958637469586
MACCSFP124,0.0024915617245079846,0.0038674249326026144,MACCSFP,#00c7ff,20,26,"('[!#6;!#1]~[!#6;!#1]', 0)",0.31982633863965265,0.27007299270072993
PharmacoErGFP110,0.002422872255941122,0.0022924632970611203,PharmacoErGFP,#003fff,9,19,"('Donor', 'Aromatic', 6)",0.42257597684515197,0.3819951338199513
PharmacoErGFP266,0.0024058210089117904,0.00027145027477093464,PharmacoErGFP,#003fff,4,28,"('Positive', 'Negative', 15)",0.19826338639652677,0.11678832116788321
PharmacoErGFP392,0.002403341765777167,0.0009170437636050188,PharmacoErGFP,#003fff,2,24,"('Hydrophobic', 'Hydrophobic', 15)",0.25470332850940663,0.16180048661800486
PubChemFP597,0.002351242082562932,0.006045642111291105,PubChemFP,#d600ff,35,31,O=C-C-C:C,0.5861070911722142,0.34549878345498786
PharmacoErGFP366,0.002339547556009125,-0.00018269347645782918,PharmacoErGFP,#003fff,6,22,"('Negative', 'Aromatic', 10)",0.18668596237337193,0.12530413625304138
PubChemFP435,0.0023052911713819513,0.0061149180316868446,PubChemFP,#d600ff,33,32,C(-C)(-H)(=N),0.4804630969609262,0.2944038929440389
PubChemFP460,0.0022998493883473747,-0.002646443538220744,PubChemFP,#d600ff,24,15,C-C-C#C,0.06367583212735166,0.0072992700729927005
MACCSFP108,0.002271511209339716,0.0007889866239182419,MACCSFP,#00c7ff,21,17,"('[CH3]~*~*~*~[CH2]~*', 0)",0.3878437047756874,0.3710462287104623
PharmacoErGFP390,0.0022470718793271005,0.00484146878098779,PharmacoErGFP,#003fff,2,27,"('Hydrophobic', 'Hydrophobic', 13)",0.42257597684515197,0.2798053527980535
PharmacoErGFP285,0.0022223579064242216,0.003860933232844199,PharmacoErGFP,#003fff,3,34,"('Positive', 'Hydrophobic', 13)",0.9507959479015919,0.8552311435523114
PharmacoErGFP189,0.0022164528409195916,-0.0015260651722966978,PharmacoErGFP,#003fff,3,25,"('Acceptor', 'Hydrophobic', 1)",0.4833574529667149,0.37834549878345497
PharmacoErGFP268,0.002214814356455097,0.0032301293463924408,PharmacoErGFP,#003fff,2,29,"('Positive', 'Negative', 17)",0.1085383502170767,0.07177615571776155
PubChemFP430,0.002187182488880113,0.004760696772504347,PubChemFP,#d600ff,16,28,C(-C)(-C)(=C),0.9927641099855282,0.9537712895377128
PubChemFP446,0.0021850796927282423,-0.002464557899082509,PubChemFP,#d600ff,18,22,C(-H)(=C),0.9942112879884226,0.9890510948905109
PubChemFP336,0.002183179940964841,0.0020389960110677174,PubChemFP,#d600ff,11,24,C(~C)(~C)(~C)(~N),0.447178002894356,0.5291970802919708
PubChemFP15,0.002181191243854741,-0.01129294602938713,PubChemFP,#d600ff,20,27,>= 2 N,0.9855282199710564,0.8941605839416058
PubChemFP614,0.00217069995109459,-0.0015428874237266577,PubChemFP,#d600ff,32,20,C-C-O-C-C,0.34442836468885674,0.28345498783454987
PubChemFP145,0.0021377394984145037,-8.31373426511961e-05,PubChemFP,#d600ff,24,14,>= 1 saturated or aromatic nitrogen-containing ring size 5,0.3183791606367583,0.2846715328467153
PharmacoErGFP40,0.0021347370664473453,0.003638463441012929,PharmacoErGFP,#003fff,7,35,"('Donor', 'Acceptor', 20)",0.07525325615050651,0.0827250608272506
MACCSFP88,0.002127626474055788,0.0011467010289810675,MACCSFP,#00c7ff,21,2,"('[#16]', 0)",0.34008683068017365,0.30900243309002434
PharmacoErGFP211,0.0021206491299681773,0.0006566735330699736,PharmacoErGFP,#003fff,10,17,"('Acceptor', 'Aromatic', 2)",0.5600578871201157,0.38686131386861317
PharmacoErGFP194,0.00209179729115494,0.002161816840893338,PharmacoErGFP,#003fff,2,22,"('Acceptor', 'Hydrophobic', 6)",0.21562952243125905,0.08637469586374696
PharmacoErGFP365,0.002078423484359382,0.001717656668532963,PharmacoErGFP,#003fff,7,22,"('Negative', 'Aromatic', 9)",0.21562952243125905,0.18491484184914841
PharmacoErGFP367,0.0020308920357391402,4.804227271382189e-05,PharmacoErGFP,#003fff,4,25,"('Negative', 'Aromatic', 11)",0.18234442836468887,0.09854014598540146
PubChemFP146,0.002013884593582538,-0.00011139687098637996,PubChemFP,#d600ff,23,15,>= 1 saturated or aromatic heteroatom-containing ring size 5,0.34876989869753977,0.33941605839416056
PubChemFP447,0.0019679414820357177,-0.0042355582891583365,PubChemFP,#d600ff,34,33,C(-H)(=N),0.48191027496382055,0.29927007299270075
PubChemFP378,0.001967934103132285,9.386599259941786e-05,PubChemFP,#d600ff,21,35,C(~N)(:C)(:N),0.060781476121562955,0.05961070559610705
PharmacoErGFP183,0.001962878018009595,-0.0006892056530647395,PharmacoErGFP,#003fff,8,23,"('Acceptor', 'Negative', 16)",0.43270622286541244,0.49148418491484186
PubChemFP645,0.0019412625252946403,0.0010484638302219462,PubChemFP,#d600ff,30,28,O=C-N-C-C,0.6396526772793053,0.5389294403892944
PubChemFP149,0.0019345559010451319,0.002625699532616488,PubChemFP,#d600ff,21,15,>= 1 unsaturated non-aromatic heteroatom-containing ring size 5,0.25180897250361794,0.23236009732360097
PubChemFP749,0.0019096424179690374,0.002071666090112001,PubChemFP,#d600ff,28,33,Nc1cc(N)ccc1,0.056439942112879886,0.012165450121654502
PubChemFP711,0.0018786928960899396,0.001229677358519643,PubChemFP,#d600ff,11,22,C-C(C)(C)-C-C,0.21273516642547033,0.13503649635036497
PubChemFP371,0.0018623309208980476,0.001562747020599109,PubChemFP,#d600ff,13,26,C(~H)(:C)(:C),0.9942112879884226,0.98661800486618
PharmacoErGFP288,0.0018418936938247588,-0.012534762839143343,PharmacoErGFP,#003fff,4,29,"('Positive', 'Hydrophobic', 16)",0.5470332850940666,0.45012165450121655
PubChemFP755,0.0018277460421062264,-0.0002467998726244369,PubChemFP,#d600ff,15,28,Cc1c(C)cccc1,0.0694645441389291,0.0948905109489051
PharmacoErGFP111,0.0018119906692973253,0.0011937792756055998,PharmacoErGFP,#003fff,9,18,"('Donor', 'Aromatic', 7)",0.2735166425470333,0.24330900243309003
MACCSFP160,0.0017970315048909669,-0.0004865391000701269,MACCSFP,#00c7ff,22,20,"('[C;H3,H4]', 0)",0.9565846599131693,0.8746958637469586
PubChemFP702,0.0017338604489264275,0.0005087126138325626,PubChemFP,#d600ff,32,15,O-C-C-C-C-C-N-C,0.2460202604920405,0.15693430656934307
MACCSFP145,0.0017327813395541236,-0.001834370695226073,MACCSFP,#00c7ff,14,21,"('*1~*~*~*~*~*~1', 1)",0.9739507959479016,0.9537712895377128
PubChemFP779,0.0017266269299886505,0.00040658313388886036,PubChemFP,#d600ff,19,31,CC1CCC(N)CC1,0.16931982633863965,0.08029197080291971
PharmacoErGFP206,0.0016833113043180359,-0.0010712385739776176,PharmacoErGFP,#003fff,15,21,"('Acceptor', 'Hydrophobic', 18)",0.9811866859623734,0.9282238442822385
PubChemFP334,0.0016710976425419743,0.0010665512389478327,PubChemFP,#d600ff,11,21,C(~C)(~C)(~C)(~C),0.2170767004341534,0.13990267639902676
MACCSFP122,0.0016605976083862162,-0.010432747198807935,MACCSFP,#00c7ff,25,27,"('*~[#7](~*)~*', 0)",0.6642547033285094,0.5900243309002433
MACCSFP32,0.0016352323780590705,0.0022333621194488007,MACCSFP,#00c7ff,10,1,"('[#6]~[#16]~[#7]', 0)",0.1808972503617945,0.11800486618004866
MACCSFP60,0.0015931312774100093,0.0020074254992467067,MACCSFP,#00c7ff,11,2,"('[#16]=[#8]', 0)",0.26049204052098407,0.21532846715328466
PubChemFP737,0.0015842019749636171,0.002399394833973001,PubChemFP,#d600ff,17,32,Cc1cc(N)ccc1,0.26483357452966716,0.19586374695863748
PubChemFP812,0.0015781670200738507,0.0027137006583967116,PubChemFP,#d600ff,28,34,NC1CC(N)CCC1,0.05788712011577424,0.012165450121654502
PubChemFP543,0.001567253391142942,-0.00011973514368657234,PubChemFP,#d600ff,31,21,O-C:C-N,0.08683068017366136,0.0340632603406326
PharmacoErGFP220,0.0015534088461975348,0.002762376698420277,PharmacoErGFP,#003fff,6,35,"('Acceptor', 'Aromatic', 11)",0.07091172214182344,0.06326034063260341
PharmacoErGFP290,0.001544855627392927,0.001134820204338416,PharmacoErGFP,#003fff,6,21,"('Positive', 'Hydrophobic', 18)",0.2981186685962373,0.23114355231143552
MACCSFP74,0.0015435248743723151,0.0009799322157816315,MACCSFP,#00c7ff,15,20,"('[CH3]~*~[CH3]', 0)",0.36468885672937773,0.3260340632603406
MACCSFP41,0.0015316741823888091,0.0001366993092233315,MACCSFP,#00c7ff,10,35,"('[#6]#[#7]', 0)",0.04630969609261939,0.027980535279805353
PharmacoErGFP205,0.0015252621623606522,0.0049687635565580646,PharmacoErGFP,#003fff,17,22,"('Acceptor', 'Hydrophobic', 17)",0.9855282199710564,0.9355231143552312
PubChemFP457,0.0015134691120287092,0.001991401156900774,PubChemFP,#d600ff,13,1,S(-C)(=O),0.2590448625180897,0.1873479318734793
PharmacoErGFP267,0.0015022524257290448,0.0040248201319053045,PharmacoErGFP,#003fff,3,28,"('Positive', 'Negative', 16)",0.07670043415340087,0.05474452554744526
PubChemFP466,0.0014809825539411903,0.00022483714105636654,PubChemFP,#d600ff,8,35,N#C-C=C,0.04486251808972504,0.021897810218978103
PubChemFP621,0.0014642905788342375,0.004448719964497472,PubChemFP,#d600ff,28,32,N-C:C:C:N,0.12445730824891461,0.1411192214111922
PubChemFP382,0.0014625148546077438,0.0009585525947745088,PubChemFP,#d600ff,34,10,C(~O)(:C)(:C),0.45007235890014474,0.340632603406326
PubChemFP818,0.001444414278929107,-0.0001835379225667566,PubChemFP,#d600ff,17,28,CC1C(C)CCCC1,0.0723589001447178,0.0948905109489051
PharmacoErGFP381,0.0014403142502593114,0.00013865335878160412,PharmacoErGFP,#003fff,9,22,"('Hydrophobic', 'Hydrophobic', 4)",0.38205499276411,0.4829683698296837
PubChemFP193,0.001425165390212868,0.001792637907017558,PubChemFP,#d600ff,14,19,>= 3 saturated or aromatic carbon-only ring size 6,0.3835021707670043,0.3722627737226277
MACCSFP113,0.0014180351535054703,-0.0013926686814030864,MACCSFP,#00c7ff,33,15,"('[#8]!:*:*', 0)",0.5412445730824892,0.3953771289537713
PharmacoErGFP191,0.0014109611087901874,0.0010826145850220126,PharmacoErGFP,#003fff,3,23,"('Acceptor', 'Hydrophobic', 3)",0.37626628075253254,0.30413625304136255
PubChemFP735,0.0013899786514711132,0.000240544802325382,PubChemFP,#d600ff,35,7,Cc1cc(O)ccc1,0.2662807525325615,0.16423357664233576
PharmacoErGFP130,0.0013619121537382095,-0.005430777178078605,PharmacoErGFP,#003fff,8,19,"('Acceptor', 'Acceptor', 5)",0.6801736613603473,0.5012165450121655
PharmacoErGFP193,0.0013545628077127336,0.0012932486394052756,PharmacoErGFP,#003fff,3,21,"('Acceptor', 'Hydrophobic', 5)",0.27206946454413894,0.15206812652068127
PharmacoErGFP195,0.0013482402865813148,0.0006175505205694432,PharmacoErGFP,#003fff,2,21,"('Acceptor', 'Hydrophobic', 7)",0.17510853835021709,0.07785888077858881
PubChemFP693,0.0013258802313896312,0.005265007527716636,PubChemFP,#d600ff,35,26,O=C-C-C-C-C-O,0.06801736613603473,0.057177615571776155
PharmacoErGFP202,0.0013145470802675696,-0.008017035061034017,PharmacoErGFP,#003fff,23,22,"('Acceptor', 'Hydrophobic', 14)",0.959479015918958,0.8795620437956204
PubChemFP591,0.0013082914541702184,0.0012454875587105674,PubChemFP,#d600ff,30,7,Cl-C-C-C-C,0.07380607814761216,0.17274939172749393
MACCSFP157,0.0012997776788009063,-0.00996551834472681,MACCSFP,#00c7ff,28,19,"('[#6]-[#8]', 0)",0.8248914616497829,0.7420924574209246
PubChemFP598,0.001288100407114412,0.0013136195185851074,PubChemFP,#d600ff,30,6,Cl-C:C:C-C,0.07380607814761216,0.17274939172749393
PharmacoErGFP269,0.0012825498674911562,0.0016068109727808144,PharmacoErGFP,#003fff,4,23,"('Positive', 'Negative', 18)",0.12011577424023155,0.07420924574209246
PubChemFP532,0.0012784318223957314,0.0008043206762522459,PubChemFP,#d600ff,21,4,S-C:C-[#1],0.07814761215629522,0.0535279805352798
MACCSFP33,0.0012576667118571194,0.0019494747914570176,MACCSFP,#00c7ff,11,0,"('[#7]~[#16]', 0)",0.18234442836468887,0.145985401459854
PubChemFP353,0.0012536748445665657,0.0008795021728330576,PubChemFP,#d600ff,18,1,C(~C)(~S),0.24891461649782923,0.18613138686131386
PharmacoErGFP227,0.0012493710741708353,0.000804611804931854,PharmacoErGFP,#003fff,3,30,"('Acceptor', 'Aromatic', 18)",0.10274963820549927,0.0681265206812652
MACCSFP36,0.0012479725328932156,0.0006836150921452067,MACCSFP,#00c7ff,21,0,"('[#16R]', 0)",0.23154848046309695,0.18369829683698297
PubChemFP293,0.0012462717937478662,0.0005133538039732155,PubChemFP,#d600ff,20,1,C-S,0.3386396526772793,0.2822384428223844
PharmacoErGFP181,0.0012292233163448407,0.003316341870231554,PharmacoErGFP,#003fff,10,23,"('Acceptor', 'Negative', 14)",0.41678726483357453,0.45985401459854014
PubChemFP716,0.0012290831793807522,-0.0003573129284440979,PubChemFP,#d600ff,18,32,Cc1ccc(N)cc1,0.1548480463096961,0.06934306569343066
PharmacoErGFP102,0.0012238033926922354,-0.01045540162196723,PharmacoErGFP,#003fff,11,32,"('Donor', 'Hydrophobic', 19)",0.9927641099855282,0.9744525547445255
PubChemFP647,0.0012220103807423777,-0.001589479660125126,PubChemFP,#d600ff,25,34,O=C-N-C-N,0.2532561505065123,0.22871046228710462
PubChemFP658,0.0012155433329233967,0.0005130689272558886,PubChemFP,#d600ff,20,2,C-C-S-C-C,0.14616497829232997,0.13503649635036497
PharmacoErGFP214,0.0012004211167843115,0.0011287463651235008,PharmacoErGFP,#003fff,9,15,"('Acceptor', 'Aromatic', 5)",0.2633863965267728,0.10948905109489052
PharmacoErGFP186,0.001195633276615815,0.0005262557755677522,PharmacoErGFP,#003fff,7,23,"('Acceptor', 'Negative', 19)",0.5123010130246021,0.5474452554744526
PharmacoErGFP180,0.0011688292085208496,0.0014220282824489727,PharmacoErGFP,#003fff,9,24,"('Acceptor', 'Negative', 13)",0.3429811866859624,0.29683698296836986
PubChemFP507,0.0011681598499571066,0.00038787105586379766,PubChemFP,#d600ff,22,1,C-C-S-C,0.15918958031837915,0.16423357664233576
PubChemFP819,0.0011666788603660327,0.0022567603606914455,PubChemFP,#d600ff,34,11,CC1C(O)CCCC1,0.0694645441389291,0.09245742092457421
MACCSFP103,0.0011645120887994187,0.00043741013551445995,MACCSFP,#00c7ff,30,8,"('Cl', 0)",0.07670043415340087,0.17396593673965938
PubChemFP385,0.001154331668387798,0.00028020718232968367,PubChemFP,#d600ff,19,28,C(:C)(:C)(:C),0.1316931982633864,0.05961070559610705
PubChemFP540,0.0011521239511472214,-0.008536871031729398,PubChemFP,#d600ff,24,27,C-N-C-[#1],0.9913169319826338,0.9379562043795621
PubChemFP665,0.0011464897368087534,-0.004670275731386009,PubChemFP,#d600ff,19,32,N-C:C-C-C,0.7221418234442837,0.5997566909975669
PubChemFP530,0.0011397642620323278,-0.0005643525249692249,PubChemFP,#d600ff,27,30,N:C-C:C,0.5195369030390738,0.4051094890510949
PubChemFP538,0.001133148679808016,0.008523770337648617,PubChemFP,#d600ff,29,30,N=C-C-C,0.5586107091172214,0.48175182481751827
PubChemFP183,0.001121263413724649,0.0007633926717588446,PubChemFP,#d600ff,20,21,>= 1 unsaturated non-aromatic nitrogen-containing ring size 6,0.09117221418234443,0.11313868613138686
PubChemFP568,0.0011073145907649073,0.0006880503795783088,PubChemFP,#d600ff,9,35,N#C-C-C,0.04630969609261939,0.027980535279805353
PubChemFP461,0.0011025631987905404,0.0002459559810200629,PubChemFP,#d600ff,30,22,O-C-C=N,0.03762662807525326,0.024330900243309004
PubChemFP680,0.0011006991766693286,-0.005297214849729448,PubChemFP,#d600ff,31,14,O-C-C-C-C-C,0.8234442836468886,0.7311435523114356
PubChemFP651,0.0010963549504098835,-0.005257645210612671,PubChemFP,#d600ff,34,13,O-C:C:C-C,0.5296671490593343,0.35766423357664234
PubChemFP550,0.0010720013578283671,0.0012305683500782871,PubChemFP,#d600ff,32,7,Cl-C-C-C,0.07525325615050651,0.17396593673965938
PubChemFP586,0.0010504757392331698,0.0001150837472921884,PubChemFP,#d600ff,21,1,C-S-C-C-C,0.1548480463096961,0.16058394160583941
PubChemFP821,0.0010489011408514881,-0.0007356849842166113,PubChemFP,#d600ff,20,30,CC1C(N)CCCC1,0.15340086830680175,0.08029197080291971
MACCSFP67,0.0010482973471083734,0.001683682852767765,MACCSFP,#00c7ff,12,2,"('[!#6;!#1]~[#16]', 0)",0.2633863965267728,0.21654501216545013
PharmacoErGFP92,0.0010457164526162521,0.001215300882713044,PharmacoErGFP,#003fff,3,20,"('Donor', 'Hydrophobic', 9)",0.1287988422575977,0.12287104622871046
PubChemFP429,0.00103760527625818,0.00030521369817981814,PubChemFP,#d600ff,4,36,C(#N)(-C),0.04630969609261939,0.027980535279805353
PubChemFP37,0.0010300402730618607,0.000849724875144231,PubChemFP,#d600ff,30,9,>= 1 Cl,0.07670043415340087,0.17396593673965938
PubChemFP199,0.0010269297308034275,0.0018823652690594939,PubChemFP,#d600ff,13,17,>= 4 any ring size 6,0.21128798842257598,0.16666666666666666
PubChemFP294,0.0010188819849690223,0.0010352284949285417,PubChemFP,#d600ff,31,8,C-Cl,0.07670043415340087,0.17396593673965938
PubChemFP714,0.0010037896785719536,-0.0009471833166715404,PubChemFP,#d600ff,35,12,Cc1ccc(O)cc1,0.2098408104196816,0.18856447688564476
PubChemFP383,0.0010029908989783176,0.0006111720324138981,PubChemFP,#d600ff,21,3,C(~S)(:C),0.085383502170767,0.0851581508515815
PharmacoErGFP7,0.000995721241790204,-0.0006648682495946634,PharmacoErGFP,#003fff,8,29,"('Donor', 'Donor', 8)",0.3342981186685962,0.31143552311435524
PubChemFP368,0.0009955992238126488,0.0008875526591988203,PubChemFP,#d600ff,17,0,C(~H)(~S),0.3140376266280753,0.27007299270072993
PubChemFP500,0.000977367974821619,0.0005606852845583266,PubChemFP,#d600ff,22,2,C-S-C:C,0.07670043415340087,0.08029197080291971
PubChemFP459,0.0009725003731282933,0.0013688485579270715,PubChemFP,#d600ff,14,4,S(=O)(=O),0.24167872648335745,0.20924574209245742
PharmacoErGFP93,0.0009654493127903008,-3.796825216051403e-05,PharmacoErGFP,#003fff,3,18,"('Donor', 'Hydrophobic', 10)",0.13603473227206947,0.09002433090024331
PubChemFP349,0.0009385030635359337,0.0004969582238883996,PubChemFP,#d600ff,18,0,C(~C)(~H)(~S),0.22141823444283648,0.1678832116788321
PharmacoErGFP393,0.0009264982247740305,0.0006795030984856343,PharmacoErGFP,#003fff,2,23,"('Hydrophobic', 'Hydrophobic', 16)",0.15050651230101303,0.07785888077858881
PubChemFP184,0.0009083526767020289,0.0008766934992500142,PubChemFP,#d600ff,21,20,>= 1 unsaturated non-aromatic heteroatom-containing ring size 6,0.09117221418234443,0.11313868613138686
