,smiles,malaria,rd_8,rd_32,rd_64,rd_128,rd_512,rd_1024,rd_2048,rd_4096,rd_8192,rd_16384
2579,Fc1cccc(c1)C(=O)N2CCN(Cc3ccncc3)CC2,2.2965670206684825,5,3,3,4,3,3,2,2,2,1
2580,CCCCCCCN1CC[C@@H](CCCc2ccnc3ccc(OCCCCNC(=O)N)cc23)[C@@H](CC)C1,-0.18002399421341514,5,1,1,2,3,4,2,5,1,2
2581,CCCn1c(SCCNC(=O)\C=C\c2ccccc2)nc(c3ccccc3)c1c4ccccc4,-0.5851900390548529,5,1,4,1,4,4,2,5,4,4
2582,COCCN1C(=Nc2ccccc2C1=O)SC(C)C(=O)Nc3cc(ccc3Cl)C(F)(F)F,-0.463079315335551,1,4,1,5,5,2,4,3,1,1
2583,CN(C)c1cc(C)nc(Nc2ccc(NS(=O)(=O)c3ccccc3)cc2)n1,0.30276426719250094,3,4,5,3,3,3,2,5,2,4
2584,CCN(CC)CCNC(=O)c1ccc2c(c1)sc3nc(cn23)c4ccccc4,0.03343477608623742,3,4,2,2,3,4,4,1,5,5
2585,Cc1ccc(F)cc1NC(=O)c2cc(Cl)ccc2Nc3ccccc3,-1.6533897999632832,1,4,5,4,1,4,3,3,5,4
2586,COc1ccc(cc1)C2C(C(=O)Nc3cnc4ccccc4c3)c5ccccc5C(=O)N2C6CCCCC6,0.4899287980530055,5,2,4,4,5,2,3,1,2,5
2587,Cc1ccc(cc1)C(=O)CSc2nc(N)c(C#N)c(c3cccs3)c2C#N,1.6094379124341005,5,1,3,4,4,3,3,1,4,4
2588,Cc1ccc(C)c(NC(=O)NCCNc2ccnc(Nc3ccc(F)cc3)n2)c1,-0.20213337031632755,4,2,2,5,1,1,5,2,5,1
2589,Cc1ccc(CN2CCN(Cc3cccc(NC(=O)c4cccs4)c3)CC2)cc1C,0.029432092272427712,1,1,4,2,5,4,2,1,5,4
2590,COC(=O)c1ccc(NC(=O)Nc2ccc(CN3N=CC(=C(Cl)C3=O)N4CCCNCC4)cc2)cc1,-0.5027501665522246,2,4,1,4,1,5,1,5,1,2
2591,COc1ccccc1C2CCN(CC2)C3CCC(CC3)NC(=O)\C=C\c4cc(cc(c4)C(F)(F)F)C(F)(F)F,0.1842403414154353,4,2,5,4,4,2,1,2,3,2
2592,O=C(C(=O)c1ccc(Nc2ccnc3cc(ccc23)c4ccccn4)cc1)c5ccccc5,-0.03484607863534571,2,1,2,4,5,1,5,2,3,2
2593,COc1nc2c(CCN3CC[C@H](NCc4cc5OCCOc5c(c4)C#N)[C@H](O)C3)ccnc2cc1F,-0.2450086766729961,5,3,5,4,2,2,4,5,1,2
2594,CC(C)(C)c1ccccc1SC2=C(O)OC3(CCNCC3)CC2=O,-0.12338530837218832,3,4,4,1,3,1,3,3,2,1
2595,CN(CCCN(C)c1cc(NC(=O)c2ccc(F)cc2)ccn1)Cc3cccc(F)c3,0.1964777295264048,1,4,5,3,2,3,3,4,2,3
2596,Cc1c(C)n(C2CCCCC2)c3ncnc(OC4CCN(CC(=O)NC5CC5)CC4)c13,0.21731755229189173,3,3,3,1,4,3,1,1,5,5
2597,NC(=O)Nc1ccc2c[nH]nc2c1,-1.583330242972533,1,4,1,2,1,1,3,3,5,5
2598,CC(C)OC(=O)c1c(C)nc(nc1C(=O)N2CCN(C(C)C2)C(=O)Nc3ccc(C)cc3)c4ccccc4,-0.818710403535291,4,2,5,2,4,4,3,1,5,3
2599,Cc1nc2c(C)c(nn2c(O)c1C)c3ccccc3,0.020782539182528408,1,2,5,5,5,4,1,4,2,1
2600,COc1cc(Nc2nccc(n2)N3CCC(C3)NC(=O)Nc4ccc5OCOc5c4)cc(OC)c1OC,-0.27376954997203395,2,2,1,3,1,5,4,3,4,1
2601,CN(C)c1ccc(cc1)c2ccc(s2)C(=O)NC3CCN(Cc4ccccc4)CC3,0.0496620810822361,3,4,4,1,1,3,4,4,5,5
2602,NC1=NC(C(=O)N1CC=Cc2ccccc2)(c3ccccc3)c4ccccc4,-0.5144889605981765,1,4,3,5,4,3,4,3,4,2
2603,Cc1cccc(Nc2nc3nonc3nc2NN=Cc4cccs4)c1C,2.157559320943788,3,4,2,3,3,5,3,2,3,4
2604,Oc1ccc(Br)cc1C=NNc2nc3ccccc3[nH]2,-0.623621117911335,4,1,3,4,2,2,2,5,4,4
2605,CC(C)Oc1ccc(CCCON2C(=NC(=NC2(C)C)N)N)cc1,-5.744604469176456,3,5,3,1,5,4,4,3,2,4
2606,CC1(C)N=C(N)N=C(N)N1OCc2cccc3c2ccc4ccccc34,-5.744604469176456,3,2,5,4,1,3,2,3,5,4
2607,CN(C1CCN(CCCCCNC(=O)\C=C\c2ccc(Cl)c(Cl)c2)CC1)C(=O)Cc3sc4ccc(Cl)cc4c3C,0.1513616294682692,4,4,5,4,1,5,4,5,5,1
2608,COc1cccc(Nc2nc(C)cc(Nc3cccc(c3)C#N)n2)c1,0.07518159960945221,1,1,5,5,3,5,2,5,3,2
2609,O=S(=O)(NCCN1CCCC1)c2ccc(cc2)c3ccccc3CNC4Cc5ccccc5C4,-0.16590914508397825,5,2,2,2,1,5,2,4,3,2
2610,COc1ccc(cc1)c2c[n+](CC(=O)c3ccccc3Cl)c4CCCn24,0.0695260626486103,3,1,5,2,4,1,2,2,5,5
2611,[O-][N+](=O)c1oc(C=NNc2nc(Nc3ccccc3)nc(Nc4ccccc4)n2)cc1,-0.1781715229094664,3,1,4,1,2,4,4,4,2,3
2612,Fc1ccc(cc1C(F)(F)F)c2nc(NCc3cccc(c3)C(F)(F)F)nn2c4cccc(c4)C(F)(F)F,0.04957943451839013,2,2,5,5,2,1,3,1,1,1
2613,CCc1c(CCNCCCCCCNCCc2ccc(cc2)[N+](=O)[O-])ccc(OC)c1OC,-0.319459557417252,4,2,3,2,5,2,2,5,5,5
2614,Cc1cn2c3ccccc3n(CCN4CCCC4)c2n1,-0.005012541823544286,1,3,5,1,1,5,3,1,4,1
2615,Clc1ccc(\C=C\C(=O)NCCCCCN2CCC(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)cc1,-0.2665803533931109,1,2,5,5,1,1,5,5,3,4
2616,CC1=C(C(C(=C2SCCN12)C#N)c3occc3)C(=O)OCC=C,0.18979357163265567,5,5,3,1,2,1,5,1,2,5
2617,Cc1cccc2[nH]c(nc12)c3ccc(cc3)c4ccc(CNCC5CCCO5)cc4,-0.3888477365925688,3,4,1,4,3,2,1,3,1,4
2618,Clc1cccc(CNc2nc(NCCc3c[nH]cn3)nc(NC4CCCCC4)n2)c1,-0.2357289791127721,4,5,3,1,1,5,5,1,3,2
2619,Cc1[nH]c2c(NCc3ccc(F)cc3)nccc2c1C,0.3047450001961404,4,4,3,4,5,5,5,2,5,3
2620,CCOc1ccc(cc1)N(C(=O)C)C2=C(N3CCOCC3)C(=O)c4ccccc4C2=O,-2.9058915695542016,3,2,5,4,4,3,3,1,5,3
2621,CSc1ccc2ccccc2c1CNCCCCCCNCc3c(SC)ccc4ccccc34,-0.22703265031542566,2,5,5,4,3,2,4,1,4,2
2622,CCCN(CCC)CCCN(CCCN(CCC)CCC)c1cc(C)nc(Nc2ccc3cc(Br)ccc3c2)n1,-1.562044318252808,1,3,2,4,1,2,2,2,4,3
2623,CCCCCCNc1cc(C)nc2ccc(OC)cc12,-0.5938753602445674,4,5,2,4,3,4,2,2,4,3
2624,Cc1ccc(cc1)S(=O)(=O)Nc2ccc(Nc3nccc(Nc4cccc5[nH]ncc45)n3)cc2,-0.042903839222573764,1,4,2,2,5,5,2,3,1,5
2625,OCc1nc(sc1C(=O)NCCCCN2CCC(CC2)c3c[nH]c4ccccc34)c5ccc(cc5)C(F)(F)F,0.17902813359128722,2,4,4,4,3,5,1,2,1,2
2626,CCCOc1cc(O)c(cc1CC)c2[nH]nc(C)c2Oc3ccccc3,1.3437260510111133,5,4,5,3,4,3,2,5,1,2
2627,CCCCOP(=O)(OCCCC)C(=Cc1ccc(O)c2ccccc12)P(=O)(OCCCC)OCCCC,0.06356134729618715,5,1,1,1,2,4,5,5,5,2
2628,[O-][N+](=O)c1ccc2C(=O)N(C(=O)c2c1)c3ccc4[nH]ncc4c3,0.1361475417701366,4,4,5,3,4,1,5,4,1,2
2629,CCOc1cc(ccc1c2nc3cc(Cl)ccc3[nH]2)C(=O)NCC4CCN(CC5CCCCC5)CC4,-0.5737216492051102,2,1,3,3,2,2,2,4,3,3
2630,Oc1ccc(cc1CN2CCCCCC2)c3ccccc3,0.15427037466354554,2,3,4,4,3,3,4,2,1,3
2631,CS(=O)(=O)N1CC2(CCN(CCC(NC(=O)\C=C\c3ccccc3)c4ccc(Cl)c(Cl)c4)CC2)c5ccccc15,-0.2453783883359068,5,2,2,3,3,2,4,4,4,3
2632,CCC(C)NC(=O)c1cc(NC(=O)c2cccc(Cl)c2)ccc1N3CCCCC3,0.4762341789963717,1,1,5,5,3,1,4,5,5,1
2633,CC(=NNC(=S)NCCc1ccccn1)c2ccccn2,-1.1411493155159196,1,1,4,3,4,5,4,5,3,1
2634,CN(C)CCNC(=O)c1cc2c(nn(C)c2s1)c3ccc(Cl)cc3,-0.40769749001950784,2,1,1,3,4,4,5,2,3,3
2635,COc1ccc(cc1OC)c2c[nH]c3ncc(c4ccncc4)c3c2,-2.069047206440908,2,3,5,1,4,3,3,3,5,2
2636,Clc1cc2C(=NOS(=O)(=O)c3ccccc3)CCCc2s1,-1.8476951015583585,1,1,5,4,5,2,3,2,2,5
2637,CCOC(=O)c1[nH]c(C)c(Cc2ccc(OCC)cc2)c1C,-1.2776193444942343,4,4,5,1,1,5,3,5,4,3
2638,CC(C)(C)c1nn(c2ccc(Cl)cc2)c3nc(O)c(CNCc4ccc5OCOc5c4)cc13,-0.21110739853844876,3,3,1,5,1,5,1,1,1,5
2639,Clc1ccc(NC(=O)Nc2cccc(OCCN3CCCC3)c2)cc1Cl,-0.2553162672534942,1,5,5,3,2,4,2,3,5,3
2640,C(c1ccccc1)c2cc[n+](Cc3ccccc3)cc2,-1.9365540541312884,4,3,5,1,3,4,3,2,3,1
2641,CCc1c(C)nc(nc1O)n2nc(C)cc2NC(=O)CC(c3ccccc3)c4ccccc4,-0.4276757038647721,5,1,3,5,2,1,1,4,1,2
2642,CCCCCCCNc1cc(C)nc2ccc(OC)cc12,-0.39906799483869704,1,5,2,4,4,1,5,4,5,3
2643,CC(CCC(=C)C)N1CCC(CC1)n2nccc2NC(=O)Nc3ccccc3Cl,1.308305792257915,1,1,5,1,3,3,4,5,5,1
2644,FC(F)(F)c1cccc(NC(=O)c2cccc(NC(=O)CNC3CCCCC3)c2)c1,-0.878031139102977,2,2,1,3,3,5,1,4,4,5
2645,CCOC(=O)CN(N=O)C1=C(N2CC2)C(=O)c3ccccc3C1=O,-1.5808504555821878,1,3,4,1,3,2,1,3,1,1
2646,COc1ccc(NC(=O)[C@H](CC(C)C)Nc2ccnc(Nc3ccccc3)n2)cc1,0.4514010084536598,5,3,3,3,4,2,4,5,3,1
2647,COc1ccc(CN(C)CCCc2ccc(NC(=O)c3cccc4c(O)c5cccc(F)c5nc34)cc2)cc1OC,-0.06496013960614776,5,5,5,3,1,4,2,2,3,4
2648,CN(C)CCN1CCc2c(C)c(C#N)c3nc4ccccc4n3c12,-0.8698843590599995,1,1,3,4,3,5,5,5,2,3
2649,COC(=O)C(Cc1ccccc1)NC(=O)NC2CCN(C2)c3ccnc(Nc4ccc(F)cc4)n3,0.08582607846746503,1,2,2,1,2,3,3,1,2,4
2650,CCO\C(=C(/C=N/c1ccc(I)cn1)\C(=O)OCC)\O,-1.6617843928063096,2,3,4,1,1,1,5,4,2,1
2651,CC(=O)c1ccc2OC(C)(C)C(CO)C(NC(=O)c3cccc(Cl)c3Cl)c2c1,-0.37595423080140905,3,2,5,5,5,4,4,3,5,3
2652,OCC1CCCN1c2nccnc2c3ccccc3Oc4ccccc4,-0.14156356432178688,2,1,1,3,3,5,2,4,3,3
2653,Cc1cc(Cl)c(cc1OCC(=O)NC2CCCCC2)S(=O)(=O)N3CCCC3,-2.3475824589247813,4,4,4,1,1,1,5,2,3,4
2654,Fc1ccc(cc1)c2c[n+](Cc3ccc(Cl)cc3Cl)c4CCCn24,0.3722529739020509,4,1,2,3,2,3,1,5,1,4
2655,CCC(N(CCC(C)C)C(=O)COCc1ccccc1)C2=Nc3ccccc3C(=O)N2c4cccc(Cl)c4,0.17730901497041027,3,2,1,3,1,4,3,3,2,4
2656,CCOC(=O)c1ccc(NC(=O)Nc2ccc(CN3N=CC(=C(Cl)C3=O)N4CCCNCC4)cc2)cc1,-0.8138127093609074,5,1,4,1,1,5,1,5,5,4
2657,CCCN1CCCN(Cc2cccc(NC(=O)c3ccc(cc3)c4ccccc4)c2)CC1,0.10243597455334864,4,2,3,2,5,2,2,3,3,3
2658,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)c4nnc5ccccc5c4O,-0.4000439442069938,1,1,5,3,3,2,4,1,4,3
2659,Cc1cc(Nc2ccc(Cl)c(C)c2)n3nc(C)nc3n1,-0.01714615883497051,3,3,2,5,2,3,4,2,5,3
2660,Cc1ccnc(NC(=O)c2cc(nc3onc(C)c23)c4cccc(c4)[N+](=O)[O-])c1,-0.11856133094960596,4,5,4,3,3,5,1,4,2,5
2661,[O-][N+](=O)c1cccc(c1)C(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F,-0.11127752780956844,4,1,5,1,1,5,4,3,4,1
2662,C(CCc1nc2cc(ccc2[nH]1)C3=N[C@@H]4CCCC[C@@H]4N3)Cc5nc6cc(ccc6[nH]5)C7=N[C@@H]8CCCC[C@@H]8N7,-0.8803304700472002,3,3,3,5,3,3,4,3,1,5
2663,Clc1ccc(cc1)c2oc(cc2)C(=O)Nc3ccc(cc3)c4nc5ccccc5[nH]4,-1.6466207035618163,3,1,5,5,5,3,3,1,5,3
2664,Clc1ccc(cc1)c2ccc(cc2)C(=O)Nc3ccc4CCNCc4c3,-0.4130157813291049,1,1,3,1,4,3,4,1,4,1
2665,Clc1cccc(C=NNC(=O)C2COc3ccccc3O2)c1,-0.06720874969344999,3,5,3,1,4,2,1,1,4,4
2666,CCN1CCN(CC1)c2cc(C)c3cc(NC(=O)c4cccc(c4)C(F)(F)F)ccc3n2,-0.5660144907901872,2,5,1,2,5,5,5,5,5,1
2667,CC(C)Cc1ccc(cc1)c2csc(NC(=O)C3C4CCC(C4)C3C(=O)O)n2,-0.2587707289573609,2,4,3,2,5,5,2,5,2,1
2668,CCS[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@H](OC(=O)c3ccccc3)[C@H](OC(=O)c4ccccc4)[C@H]1OC(=O)c5ccccc5,-0.21279973724215392,1,2,4,5,4,3,1,2,4,1
2669,CSc1cccc(NC(=O)C2C3OC4(C=C3)C2C(=O)N(CCN5CCCCC5)C4C(=O)NC6CCCC(C)C6C)c1,2.4069451083182885,3,5,2,1,5,5,5,1,5,1
2670,CCN1CCC(CC1)NCCC(c2ccccc2)c3ccccc3,-1.2722516450792305,4,4,4,1,3,1,4,4,3,3
2671,CCOc1ccc(NC(=O)C2C(N(CC(C)C)C(=O)c3ccccc23)c4cccs4)cc1,-2.016654553581071,1,2,4,3,4,4,5,2,1,3
2672,COc1cc(NC(=O)\C=C\c2cc(F)cc(F)c2F)cc(OCCN3CCCCC3)c1,-1.8764882242915508,3,1,4,5,3,2,5,3,4,2
2673,CC(C)C1=Nc2cc(ccc2CN1C3CC3)C(=O)N,-3.478942730287008,3,4,2,4,1,3,3,4,5,1
2674,CC(=O)C1(CCN(CCC2(CN(CCO2)C(=O)c3cccc(Cl)c3)c4ccc(Cl)c(Cl)c4)CC1)c5ccccc5,-0.1575854790018672,5,2,4,2,4,4,4,4,3,5
2675,NCc1ccc(CNCc2ccc(cc2)c3ccc(s3)c4nc5cc(ccc5[nH]4)C(F)(F)F)cc1,-1.8497209211815235,3,3,2,5,1,2,5,3,2,5
2676,CN1c2ccccc2Sc3cc(CNCCSCCNCc4ccc5N(C)c6ccccc6Sc5c4)ccc13,0.005215925379706677,2,3,3,2,3,2,5,5,1,5
2677,CC(C)(C)c1ccc(NC(=O)c2cccc(CN3CCCN(Cc4cccc(c4)C#N)CC3)c2)cc1,-0.280962308721224,2,3,5,3,1,3,5,5,2,2
2678,CCNc1cc(cc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC3(Cc4cccc(Cl)c4)CCC3)N5CCCCS5(=O)=O,0.16331505465602505,3,2,1,3,3,5,2,2,5,5
2679,S(c1ncnc2sccc12)c3ncc4ccccn34,-0.4113613236734533,2,2,4,4,3,2,3,3,1,3
2680,COc1ccc2cc(CNCCCO)c(nc2c1)N3CCN(CC3)c4ccc(F)cc4,1.0952733874025953,1,5,3,5,2,1,2,2,5,3
2681,CCn1ccc2c(cc(cc12)C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNC(C)(C)CCCC(C)C)N4CCCCS4(=O)=O,-0.871940347050567,1,1,2,4,2,4,2,5,3,5
2682,CC[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c3cc(nc4ccc(OC)cc34)c5cc(Cl)cc(Cl)c5,-1.4467001941223436,3,3,4,5,4,4,3,1,2,4
2683,Cc1c([nH]c2nc(N)nc(N)c12)c3cccc(Br)c3,-0.29734794753966004,4,5,5,3,1,4,4,4,1,4
2684,Cc1ccc(CN2N=CC(=C(Cl)C2=O)N3CCCNCC3)cc1NC(=O)Nc4ccc(cc4)c5ccccc5,-0.4699025271567239,2,5,5,4,4,5,5,2,4,4
2685,CC(Cc1ccc(NC(=O)[C@@H](C)NCCc2cccc(Cl)c2)cc1)NCCc3cccc(Cl)c3,-0.251579607009106,2,4,3,4,4,2,4,3,5,4
2686,CCCc1ccc(cc1)S(=O)(=O)NC2CCN(CC2)C(=O)Nc3ccc(I)cc3,-0.1373673152346612,5,3,1,4,5,2,2,5,4,1
2687,Fc1cccc(Cl)c1Cn2cc(Br)c(NC(=O)Nc3ccccc3C(F)(F)F)n2,-1.0886603944498272,4,2,4,4,1,2,4,4,4,2
2688,NC(=O)Cc1ccccc1,2.525728644308256,2,3,2,2,5,2,1,3,3,3
2689,COc1cc2nc(NCc3nc4ccccc4[nH]3)nc(N)c2cc1OC,-0.12167822945835148,2,5,3,3,4,1,3,4,4,3
2690,C=CCn1cc(C=NNc2nc3ccccc3[nH]2)c4ccccc14,-2.3936044913812142,3,1,2,5,4,2,2,3,2,1
2691,COc1ccc(Oc2ccccc2CNCC3CCN(CC4CCCCC4)CC3)cc1,-0.10101757323259686,1,4,3,3,2,5,2,5,2,2
2692,CCCN1CCN(CC(O)CNC(=O)Nc2ccc(Cl)cc2)CC1,-2.333834736502355,3,5,2,3,4,5,4,5,5,2
2693,C(NCc1cccc(c1)c2cccc(c2)c3nc4ccccc4[nH]3)c5ccccc5,-0.5638088575778301,3,3,5,1,1,5,3,2,5,4
2694,COc1ccc2c(O)c(C3CCC(CC3)c4ccc(Cl)cc4)c(C)nc2c1,-0.43559284991513414,2,3,2,1,1,4,3,1,2,3
2695,COc1cc(NC(C)CCCN(Cc2ccc(cc2)N(C)C)C(=O)C(Cl)Cl)c3ncccc3c1,-0.053400776727115296,5,5,5,2,3,4,4,2,3,4
2696,Cc1ccc(cc1)c2nc3cc(ccc3[nH]2)C(=O)NC4CCN(Cc5ccccc5)CC4,-0.2953903745574529,2,3,5,1,3,3,4,2,1,1
2697,CCOC(=O)c1ccc2nc(C)c(CN3CCN(CC3)C(c4ccccc4)c5ccccc5)c(O)c2c1,2.70805020110221,2,1,1,3,2,5,5,5,2,3
2698,CC(C)c1cc(Oc2c(I)cc(CCNCc3ccccc3)cc2I)ccc1O,-0.6240096747330443,5,3,2,1,1,5,1,3,4,4
2699,Cc1ccccc1C(=O)N2CCC(CC2)n3nccc3NC(=O)CCOc4ccccc4,2.525728644308256,1,5,3,4,1,3,2,1,2,2
2700,Oc1c(cc(Cl)c2cccnc12)C(NC(=O)c3cccnc3)c4cccc(c4)[N+](=O)[O-],1.5365230743665814,4,2,4,1,5,1,5,4,2,4
2701,CN1C(=O)NC(=O)c2c1nc(NC3CCCCC3)n2CC(O)COc4ccccc4C,0.5312163134137248,5,1,3,1,5,5,4,5,5,1
2702,CCOC(=O)c1cnc2cc(OCC3CC3)c(OCC4CC4)cc2c1O,-5.163786473590431,1,3,5,1,1,2,2,5,5,1
2703,CSc1cccc(Nc2nc3ccc(cc3n2[C@H](C)C(C)(C)C)S(=O)(=O)NC(C)C(C)C)c1,-0.808262320467171,2,3,5,4,1,5,1,5,1,3
2704,COc1ccc2nc3cc(Cl)ccc3c(NCCNCC(O)CO)c2n1,-1.8833567212874904,1,4,2,3,4,1,4,1,1,3
2705,CCc1cc(C(=O)OC)c(NC(=S)NC(C)c2ccncc2)s1,1.5151272329628591,3,5,2,2,3,3,3,4,3,3
2706,O=C1CC(=O)Nc2cc(ccc2N1)S(=O)(=O)NC3CCCCCCC3,0.22314355131420974,3,2,1,1,4,2,3,4,1,1
2707,COc1ccc(NC(=O)C2C(N(C)C(=O)c3ccccc23)c4cccs4)cc1Cl,0.0670042287804738,1,4,2,4,2,5,3,5,2,3
2708,CN1Cc2cc(NC(=O)\C=C\c3ccccc3Cl)ccc2C(C)(C)C1,-0.4441842448719167,3,4,3,3,2,5,3,1,2,1
2709,COc1cc(NC(=O)c2ccc3oc4ccccc4c3c2)ccc1OCCN5CCCCC5,-0.07850389283995587,1,1,4,5,2,3,1,4,1,1
2710,C(NC1CCN(Cc2ccccc2)CC1)c3c[nH]c4ccccc34,-1.57069808411817,5,1,1,5,2,5,4,5,2,5
2711,CC(=O)N1CCc2c(C1)sc(NC(=O)c3ccc(C)c(C)c3)c2C(=O)N,2.70805020110221,5,2,2,3,2,3,4,1,1,3
2712,CC(C)COc1cc(ccc1[N+](=O)[O-])C(=O)Nc2cnc3ccccc3c2,-0.2532275212196547,1,1,5,1,1,1,1,3,5,5
2713,CC(O)C1CCCCN1C(=O)c2cccc(c2)c3cccc(c3)c4nc5cc(ccc5[nH]4)C(F)(F)F,-1.272704145729147,1,2,3,3,3,4,1,3,4,4
2714,CN1CCC(C1)Oc2ccc(CN3CC[C@@H](C3)NC(=O)c4ccc(Cl)c(Cl)c4)cc2C,-0.054119404076219166,4,4,2,5,4,2,1,2,5,5
2715,CCOc1ccc(cc1Cl)C(=O)Nc2cc(Br)c3CCNCc3c2,0.040990771636596236,5,3,1,5,1,3,2,5,2,5
2716,CC(C)n1ncc2c(cc(nc12)c3ccccc3)C(=O)N4CCCCCC4,-0.2366126018442373,3,4,4,5,5,4,3,4,3,2
2717,FC(F)C(F)(F)Oc1ccccc1NC(=O)Nc2cccc(Cl)c2,1.1192968798609424,3,2,3,3,2,5,1,2,2,4
2718,COc1cc(C)nc2ccc(NC(=O)c3ccc(cc3)C(=O)Nc4ccc5nc(C)cc(OC)c5c4)cc12,-2.760491454142235,2,5,1,2,1,5,1,3,5,4
2719,CNc1nc(Nc2ccccc2C)nc3ccccc13,-0.814028652165176,3,4,2,1,5,4,2,1,4,2
2720,O=C(C[n+]1cc(c2ccccc2)n3CCCc13)c4ccc(cc4)C5CCCCC5,-1.1631508098056809,5,2,4,3,5,5,3,5,5,2
2721,COC(=O)c1cccc(CNCc2cccc(c2)c3cccc(c3)c4nc5c(C)cccc5[nH]4)c1,-1.6813729793648993,5,4,4,1,3,5,4,3,2,2
2722,COc1ccc2[nH]cc(C3CCN(Cc4ccc(NC(=O)c5ccc(cc5)c6ccccc6)cc4)CC3)c2c1,-0.2678794451556012,4,5,3,3,1,2,3,2,3,1
2723,CCCOc1cc(OCCC)cc(c1)c2ccc(C(=O)Nc3ccc4ccc(C)nc4c3)c(O)n2,-0.2882354415322125,3,1,5,2,4,1,2,5,2,5
2724,CC(C)n1c(cc2c1ccc3nc(N)nc(N)c23)C(C)(C)C,-5.744604469176456,3,2,1,1,4,4,3,4,3,1
2725,Cc1cc(C(=O)N2CCOc3c(C2)cc(cc3OCCc4ccccn4)c5csc6ccccc56)n(C)n1,-3.4265151896464454,4,2,3,3,4,1,3,4,3,5
2726,CCOc1cc(ccc1O)C2Nc3cccc4cccc(N2)c34,2.70805020110221,4,2,2,1,2,5,4,4,2,5
2727,Nc1nccc2ccc(OC3CCCCC3)cc12,-0.5068733609229311,1,5,3,2,5,5,4,5,1,4
2728,COc1ccc2nccc([C@@H](O)CN3CCC(CC3)NCC(=O)Nc4cc(F)cc(F)c4)c2n1,-0.09219945473035086,3,5,1,4,1,1,1,4,1,4
2729,CN1CCN(CCCN(Cc2ccc(cc2)c3cccc(CNC4CCCC4)c3)C(=O)\C=C\c5ccccc5)CC1,0.2833560072607845,2,3,5,4,1,5,4,5,2,3
2730,COc1cc2c(c[nH]c2cn1)C3CCN(CC4CCC(CC4)NC(=O)\C=C\c5ccc(Cl)c(Cl)c5)CC3,-0.8609032280868582,3,1,5,3,2,3,4,5,2,5
2731,Cc1cc(O)c2cc(Oc3ccc(OC(F)(F)F)cc3)ccc2n1,-0.010484481596279285,2,1,2,1,4,2,5,3,1,3
2732,NC(=O)c1ccc(NC(=O)CN(Cc2ccc(Cl)cc2)S(=O)(=O)c3ccccc3)cc1,-0.4262720361955997,5,1,5,5,2,2,2,3,3,5
2733,Fc1ccc(NC(=O)c2nc3ccccc3nc2Cl)cc1,0.2072526116864082,2,3,5,1,4,4,1,3,1,2
2734,Cc1csc(NC2=NCCN2)n1,-0.7519817951456526,2,2,5,3,4,5,3,3,4,5
2735,CCO\C(=C\1/C(C2=C(CC(CC2=O)c3ccc(OC)cc3)N=C1C)c4ccsc4)\O,-1.1979907326483883,3,2,3,3,3,2,1,2,5,5
2736,O=C(NC1CCCCC1)N(Cc2ccccc2c3ccc(CNCCc4ccccc4)cc3)C5CCN(Cc6ccccc6)CC5,-0.07239901724935137,5,1,4,2,3,2,2,1,4,1
2737,CCN(CC)CCCNC(=S)N(CCN(CC)CC)Cc1cc2cc(CC)ccc2nc1O,0.8649974374866045,1,2,4,3,2,1,2,5,3,4
2738,CC[n+]1c(\C=C\c2ccc(SC)cc2)ccc3ccccc13,-3.1326981286271485,5,2,3,5,3,3,5,3,5,3
2739,COc1ccc(Nc2nc(cs2)C3=Cc4cc(OC)ccc4OC3=O)c(OC)c1,2.525728644308256,3,4,3,3,1,1,1,2,4,5
2740,Cc1ccc2c(Cl)c(sc2c1)C(=O)N3CCCc4ccccc34,0.4118607880749873,2,2,4,2,1,5,5,1,2,2
2741,C(CCCCC1=Nc2cccc3cccc(N1)c23)CCCC4=Nc5cccc6cccc(N4)c56,-0.1906546007648714,2,5,1,4,2,5,4,3,5,3
2742,COc1ccc2ncc(F)c(CCN3CC(O)C(CNCc4ccc5ccccc5c4)C3)c2n1,-0.6906474075974622,2,5,2,2,2,3,5,1,5,3
2743,CCN(CC(C)O)C(=O)c1ccc(cc1)c2ccc(cc2)c3nc4c(C)cccc4[nH]3,-0.17396651318063755,3,2,2,4,5,3,1,5,5,4
2744,COc1ccc(\C=C\2/N=C(N(C2=O)c3cc(Cl)ccc3C)c4ccc(Cl)cc4)cc1OC,0.22314355131420974,3,3,5,3,4,2,3,2,1,3
2745,COc1ccc2nccc([C@@H](O)CN3CCC(NCc4nc5NC(=O)CSc5cc4Cl)C(F)C3)c2c1,-0.6823103160612094,2,1,3,2,2,1,1,5,3,5
2746,CN(C)C(=O)CC(=O)NCc1cccc(Cl)c1,-0.34115056455169906,4,3,4,4,1,5,3,3,3,4
2747,COc1cccc(Nc2nc(NCCO)c3ccccc3n2)c1,-1.8922956739433243,1,2,5,1,3,4,1,3,5,1
