,smiles,Lipop,rd_8,rd_32,rd_64,rd_128,rd_512,rd_1024,rd_2048,rd_4096,rd_8192,rd_16384
844,C1Cc2ncc(c3ccc4OCCOc4c3)n2C1,2.33,2,3,4,4,1,4,3,2,2,5
845,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4occc4,1.85,2,2,1,5,1,3,3,5,1,3
846,Oc1c(C#N)c(nc2ccncc12)c3ccc(cc3)c4ccccc4C(F)(F)F,3.3,1,2,4,2,4,1,4,5,2,2
847,C[Si](C)(C)C#Cc1cn(C[C@H]2CN(C(=O)O2)c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)nn1,1.26,1,4,5,5,5,5,3,1,2,1
848,C[C@@H](NC(=O)C)c1ccc(Nc2ncc3cc(cc(C)c3n2)c4ccncc4)cc1,3.46,2,1,1,5,2,3,3,3,3,5
849,CN1CCN(CC1)S(=O)(=O)c2ccc(c3cnc(N)c(n3)C(=O)Nc4cccnc4)c(c2)C(F)(F)F,3.25,1,5,5,3,2,4,2,3,2,5
850,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,0.79,2,3,1,4,4,3,5,3,3,5
851,CC(=O)C1=CN(Cc2ccccc2)C(=O)N(Cc3ccc(F)cc3)C1=O,3.2,4,2,2,2,5,2,4,3,3,1
852,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)C34CCC(CC3)(CC4)C(=O)O,1.3,2,2,2,4,1,1,2,5,3,2
853,Cc1sc2ncnc(SCC(=O)N3CCN(CC3)C(=O)c4occc4)c2c1C,2.7,1,5,4,2,5,3,1,1,2,4
854,OC(=O)CCCS(=O)(=O)c1cccc(c1)C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,0.66,1,5,5,2,4,3,3,3,5,1
855,CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,2.25,4,4,2,5,3,2,3,1,4,1
856,CCOC(=O)[C@H](Cc1ccc(cc1)[N+](=O)[O-])NC(=O)c2ccccc2,2.79,1,5,5,1,1,5,1,1,5,2
857,CCc1cccc(c1)N(C)C(=N)Nc2cccc3ccccc23,1.57,4,4,4,2,5,5,1,4,3,1
858,CC[S+]([O-])c1ncccc1C2(O)CCN(CC34CC(c5ccccc35)c6ccccc46)CC2,2.0,2,3,1,2,4,1,4,3,1,4
859,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23,1.4,1,5,3,1,1,3,4,1,3,3
860,CN1C(=O)C=C(CCc2cccc(c2)c3ccccc3)N=C1N,3.8,1,2,3,2,1,1,3,5,1,5
861,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4occc4,2.07,3,3,1,1,1,1,3,2,2,2
862,C[C@@H](NC1=CC(=O)CC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,3.2,3,1,5,2,1,3,4,3,4,2
863,CCCSc1ncccc1C(=O)NC2CCCCC2,3.24,4,5,4,2,1,1,1,1,5,2
864,C[C@@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3)C(C)(C)C,1.2,5,5,5,2,3,3,5,2,2,3
865,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)c2cc1OCCN6CCOCC6,3.19,4,1,5,3,3,4,1,4,1,5
866,COc1ccc2N=CC(=O)N(CCN3CC[C@H](NCc4cc5OCCOc5cn4)[C@H](O)C3)c2c1,0.77,4,3,1,3,4,3,3,2,4,5
867,O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccnc6ccccc56)cc3,3.88,1,4,5,4,2,5,4,2,4,1
868,CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,1.72,3,5,2,1,2,5,2,4,5,2
869,CCN(CC)c1ccc2C=C(C(=O)O)C(=O)Oc2c1,-0.2,1,4,2,1,1,3,3,4,2,4
870,CC(C)N1CCN[C@H](C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,2.21,4,5,1,4,3,3,3,5,4,3
871,CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c2cc(C)on2)C(C)C)Cc3ccc(F)cc3,2.8,5,4,2,5,3,2,2,5,3,3
872,C[C@@H]1CN(C[C@H](C)O1)c2nc(N3CCOC[C@@H]3C)c4ccc(nc4n2)c5ccccc5,3.75,4,2,5,4,4,3,2,2,4,1
873,CN1N(C(=O)C=C1C)c2ccccc2,0.11,5,1,1,2,2,1,5,4,1,5
874,CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(F)c4)c3)C2)C(=O)NC1=O,-1.03,1,1,2,3,3,3,2,3,4,5
875,CC(C)[C@H](N)C(=O)OCCOCn1cnc2C(=O)N=C(N)Nc12,-1.3,2,2,5,1,2,4,5,1,2,5
876,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3ccccc3)C2,1.65,3,3,3,1,2,3,1,1,1,5
877,CNc1c(Br)cnc2[nH]c(nc12)c3ccc(cc3)S(=O)(=O)C,2.88,3,2,3,3,1,4,2,1,4,3
878,Clc1ccc(CN2C[C@@H]3C[C@H]2CN3)cc1C(=O)NCC45CC6CC(CC(C6)C4)C5,1.45,3,2,5,3,1,3,4,5,3,2
879,Clc1ccc2N=C3NC(=O)CN3Cc2c1Cl,1.86,2,5,3,4,2,5,3,1,4,3
880,OC(=O)c1cccnc1N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1.71,2,5,3,4,1,4,1,3,2,1
881,CC(=O)Nc1nc(N)n(n1)c2ccccc2,-0.2,4,4,2,1,2,5,3,4,5,1
882,CC(C)NC[C@H](O)COc1cccc2ccccc12,0.99,2,3,5,5,4,3,2,5,3,5
883,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)Cc3ccccc3C(=O)O)C(=O)C(F)(F)F,1.14,4,5,2,2,5,1,2,4,5,1
884,CCN(CC)c1ccc2C=C(C(=O)C)C(=O)Oc2c1,2.0,1,3,3,5,2,2,5,5,5,5
885,CCOC(=O)c1c(nc2cc(C)ccn12)c3ccccc3,3.8,1,5,3,5,2,5,1,4,3,4
886,CN(c1ccc(cc1)c2cc(ccc2OCC(=O)O)C(F)(F)F)S(=O)(=O)C,-0.81,1,3,5,3,2,1,2,1,5,3
887,CN(c1ccccc1)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,3.47,2,3,3,1,5,3,1,3,4,2
888,Nc1ncnc2c1ncn2[C@@H]3O[C@H](CSCCCNC(=O)NCc4ccccc4)[C@@H](O)[C@H]3O,0.9,5,1,5,5,5,3,1,3,3,1
889,COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC,3.9,4,1,4,2,4,2,3,1,1,3
890,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7[nH]c8ccccc8c7C[C@@]36O,2.7,1,1,3,5,5,5,5,3,3,1
891,CNC(=O)c1cnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,-0.54,5,3,4,2,5,3,2,1,4,4
892,COCCNC(=O)c1ccc(Nc2ncc3cc(ccc3n2)c4ccnc(C)c4)cc1,3.56,4,3,4,2,5,3,3,2,2,5
893,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c[nH]c4ncccc34)c2C(=O)N5C[C@H](O)CO5,2.04,3,5,1,1,3,5,4,3,4,1
894,O=S(=O)(Nc1nc(nn1Cc2ccccc2)c3ccccc3)c4ccccc4,1.25,4,1,1,1,1,5,5,5,5,1
895,CNC(=O)Nc1nc2ccc(cn2n1)c3cncc(c3)S(=O)(=O)NC(C)(C)C,1.58,1,5,1,3,4,2,4,2,3,5
896,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CCO)CC5,3.2,5,3,3,4,1,2,1,2,4,2
897,NC1(CCC1)c2ccc(cc2)N3C(=O)c4ccccc4N=C3c5ccccc5,1.6,5,3,1,4,5,5,4,3,1,4
898,CC(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,0.37,1,1,1,1,5,3,5,4,1,4
899,CCN(CC)CCOC(=O)c1ccc(N)cc1,0.0,3,5,1,4,2,1,5,3,4,3
900,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CC4CCCO4)n2,2.82,3,4,4,2,3,5,3,5,4,2
901,CC1(O)CN(C1)S(=O)(=O)c2ccc3C(=CNC(=O)c3c2)C(=O)NC[C@@H](O)CN4CCC(CC4)Oc5ccc(Cl)c(Cl)c5,2.54,2,4,4,3,2,3,1,2,4,4
902,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0.97,5,2,3,2,5,2,3,2,4,2
903,O=C1C(=O)c2ccccc2c3ccccc13,2.6,1,4,5,1,5,4,1,1,3,4
904,Clc1ccc(CN2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,1.84,2,5,5,5,2,3,5,5,3,5
905,CC1(C)CCC(=C(CN2CCN(CC2)c3ccc(cc3)C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc6ccccc6)c(c4)S(=O)(=O)C(F)(F)F)C1)c7ccc(Cl)cc7,0.64,2,2,4,4,5,4,5,5,2,3
906,Fc1ccc(cc1)n2cc(C3CCNCC3)c4cc(Cl)ccc24,2.4,4,2,2,1,5,4,5,4,2,1
907,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ccoc34)n2)c1,3.52,3,4,3,1,2,1,1,1,4,2
908,CCN1C=C(C=C(C)C1=O)[C@@]2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cc(ccn5)C#CC,4.4,1,3,3,5,1,2,3,4,2,3
909,COC(=O)NC1=CN=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C1=O)c2ccc(F)cc2,1.82,2,3,5,5,1,5,3,2,3,2
910,CCCCNc1nc(N)c2NC(=O)N(Cc3ccc(OCCN(C)C)nc3)c2n1,1.9,1,3,5,2,4,3,5,3,3,3
911,CC(N)C(=O)Nc1c(C)cccc1C,-0.15,5,1,4,4,4,1,5,3,5,4
912,NC1CCN(CC1)c2nccc(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2Cl,1.19,5,4,4,1,3,3,4,5,2,2
913,COc1ccc(cc1)C(=O)N2CCC(CC2)C(=O)c3ccc(F)cc3,2.92,4,3,3,4,4,5,1,3,3,5
914,Cc1ccc(OC(=O)N2CCN3CCC2CC3)cc1,1.02,5,4,1,3,2,4,5,5,3,4
915,CC(=O)Nc1ccc2cnn(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1,3.44,4,5,3,3,2,3,5,3,4,3
916,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc4ccccc24)c(O)c1,0.77,2,5,2,2,3,3,5,3,5,3
917,CN1CCOc2nc(ccc12)C#Cc3ccccc3,3.8,2,2,3,1,3,4,4,4,1,3
918,CCOC(=O)CN(c1ccccc1C)S(=O)(=O)c2ccc(Cl)cc2,4.03,2,3,4,4,4,3,4,3,2,2
919,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(C2)C(=O)Cc3ccccc3,1.32,4,5,1,5,3,3,5,1,3,2
920,[O-][n+]1cc(ccc1Cl)C(=O)Nc2ccc(F)cc2,1.38,3,2,2,1,5,2,5,2,2,3
921,N#Cc1ccc(Nc2nccc(NC3CC3)n2)cc1,3.01,5,2,5,4,4,3,4,1,1,2
922,Nc1ccccc1NC(=O)c2ccc(cc2)c3ncc(CN4CCC4)cc3C#N,1.22,5,5,5,4,5,2,1,5,4,5
923,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OCC(F)F,2.3,2,5,3,5,5,1,3,2,1,5
924,CN(C)CC(O)COc1ccc(Nc2nccc(n2)N(CC#N)c3cc(Cl)ccc3Cl)cc1,2.4,5,5,3,2,2,4,1,1,2,2
925,CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCCC4)n1)c5cc(CO)ccc5C,3.8,1,3,2,1,4,2,5,1,2,4
926,Cn1nc(cc1NC(=O)Nc2ccc(Cl)cc2)C(C)(C)C,3.97,2,4,3,4,4,2,2,5,4,2
927,CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)S(=O)(=O)N,1.64,5,4,1,3,5,4,2,3,2,2
928,Cn1cnc(c2ccccc2)c1C#Cc3ccnc(N)n3,2.94,2,2,5,2,1,2,3,1,1,3
929,CNC(=O)c1cc(C(=O)c2ccc(Cl)cc2)c(Br)[nH]1,3.1,3,5,3,2,1,3,5,5,4,4
930,CN1CC(C1)n2nccc2c3cc(Cl)ccc3Oc4cc(F)c(cc4F)S(=O)(=O)Nc5ncns5,1.0,5,4,4,1,4,4,2,2,2,4
931,Oc1ccc(Nc2nc(cs2)c3ccc(cc3)C#N)cc1,4.1,5,3,1,3,2,2,2,2,1,1
932,CCN(C1CCN(CCC(c2ccccc2)c3ccc(NC(=O)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,2.09,1,5,5,3,1,2,5,4,3,1
933,Cc1ccc(cc1)S(=O)(=O)c2ccccc2,2.74,2,3,1,4,4,1,5,4,1,3
934,CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(F)cc4,2.4,3,4,3,2,5,2,2,5,1,3
935,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN4CCCCC4,2.52,2,1,3,4,3,4,1,4,1,3
936,COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1,1.01,4,4,2,5,4,3,5,5,3,3
937,CC(NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3)C(C)(C)C,1.21,1,1,1,5,4,4,4,5,5,3
938,Cc1ccc2c(c1)c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O,2.18,3,1,3,4,4,2,4,4,3,5
939,Clc1cccc(NC(=O)c2ccccn2)c1,3.4,3,5,5,1,1,3,5,5,5,3
940,CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@@H]3CC[C@@H](C)CC3)C1=O,1.73,1,4,1,1,1,1,2,5,3,3
941,Clc1ccc(cc1)c2oc(cc2)C(=O)N(Cc3ccccn3)c4ccc(cc4)N5CCNCC5,3.0,5,2,5,3,5,3,2,5,2,3
942,O=C1NC=Nc2scc(c3cccs3)c12,2.18,3,2,2,3,1,1,3,5,2,3
943,CC(C)N1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cncn6C)c3C1=O,4.02,2,5,4,4,4,1,5,2,1,5
944,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,3.6,5,2,3,5,3,4,4,2,1,2
945,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5ncccc5s4,1.4,2,1,5,5,3,4,5,3,2,1
946,Nc1ccccc1NC(=O)c2ccc(cc2)c3nccs3,2.3,2,1,3,1,3,3,2,1,2,1
947,CCN1CCOc2cc(COc3ccccc3)cnc12,3.7,3,4,5,2,2,2,5,3,3,1
948,Nc1ncc([nH]1)c2ccc(F)cc2,1.39,5,3,5,3,5,4,5,4,3,2
949,Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCCC4)c23)ccc1OCc5ccccn5,2.87,1,2,5,1,5,5,3,3,5,3
950,COc1ccc(cn1)c2ccc3nc(N)sc3c2,3.2,2,4,1,1,1,3,5,3,5,5
951,COc1ccc(cc1)c2ccnc(N)n2,2.08,5,5,3,2,1,2,5,3,3,2
952,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4[nH]c5ccccc5c4C3,2.66,1,2,4,4,4,1,1,5,3,5
953,NC(=O)NC(=O)C(Nc1ccc2CCCc2c1)c3ccccc3,3.3,3,1,1,4,5,5,5,1,5,4
954,COc1cc2nnc(C(=O)N)c(Nc3cccc(Cl)c3F)c2cc1N4CCN(C)CC4,2.35,4,3,3,5,5,2,2,4,3,1
955,CS(=O)(=O)Cc1cc(nc(n1)c2cccc(CO)c2)N3CCOCC3,1.0,4,4,1,1,1,4,4,2,2,1
956,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(cccc34)C#N,0.52,3,5,1,4,3,5,2,3,2,5
957,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,3.24,3,1,5,4,2,2,1,1,3,5
958,CCOc1ccc2nc(N)sc2c1,2.4,4,4,4,3,1,4,4,4,4,5
959,N(c1ccccc1)c2ccnc3ccccc23,2.78,3,3,2,3,1,1,1,5,2,2
960,C[C@]12N[C@H](Cc3ccccc13)c4ccccc24,1.6,4,1,4,1,2,4,2,3,1,5
961,COc1cc(ccc1Cn2ccc3ccc(cc23)C(=O)NCC4CCCC4)C(=O)NS(=O)(=O)c5ccccc5,1.93,3,4,4,2,1,2,2,3,1,5
962,NC1=NN(CC1)c2cccc(c2)C(F)(F)F,2.55,1,2,3,1,2,5,5,4,3,4
963,O[C@@H](CNCCCOCCNCCc1cccc(Cl)c1)c2ccc(O)c3NC(=O)Sc23,-0.03,4,5,3,5,2,3,4,2,5,4
964,CC(C)(C(=O)Nc1oc(nn1)C(=O)Nc2ccc(cc2)N3CCOCC3)c4ccc(Cl)cc4,2.96,5,5,1,3,2,4,2,5,2,3
965,Cc1ccc(cc1)C(=O)N2CCC(CC2)C(=O)c3ccc(Cl)cc3,3.79,1,2,3,3,2,3,1,1,5,3
966,c1ccc(nc1)c2nc3ccccc3[nH]2,2.5,1,4,4,2,2,3,3,3,2,2
967,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccnc4,3.65,1,3,2,5,5,1,2,4,4,5
968,OC(=O)CO[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,1.38,2,5,2,3,1,4,2,4,3,2
969,COc1cc(CCc2cc(Nc3ccnc(NCc4ccccn4)n3)n[nH]2)cc(OC)c1,3.5,3,3,5,5,3,2,3,5,4,4
970,[O-][N+](=O)c1cc(ccc1NCCSc2ccccc2)S(=O)(=O)NC(=O)c3ccc(cc3)N4CCNCC4,-0.04,3,4,1,2,2,4,1,4,3,5
971,Nc1cc(nc2ccc(Nc3cc(nc(N)n3)c4ccc(cc4)C(F)(F)F)cc12)c5ccc(F)cc5,1.54,5,2,4,1,4,1,1,3,5,4
972,Fc1cnc(NC(=O)[C@H](CC2CCOCC2)c3ccc(cc3)S(=O)(=O)C4CC4)s1,3.19,3,4,5,4,5,3,5,4,5,1
973,NC(=N)SCc1ccc(Cl)c(Cl)c1,1.28,1,2,3,2,1,4,1,5,2,4
974,N#Cc1ccc(cc1)C(c2ccc(cc2)C#N)n3cncn3,1.7,5,4,5,3,3,2,3,3,4,2
975,Cc1ccc(COC(=O)N2CCC(CNc3ncccn3)CC2)cc1,3.6,5,3,4,1,2,3,5,2,3,2
976,COC[C@H](C)Oc1cc(O[C@@H](C)Cc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1.5,1,1,3,4,5,5,3,2,3,4
977,Oc1ncc(NCc2ccccc2)c(O)n1,0.82,5,4,2,2,5,3,1,4,2,4
978,COc1cc(ccc1Nc2ccccc2C(=O)O)c3ccc(Nc4ccccc4C(=O)O)c(OC)c3,1.8,2,2,1,2,1,4,4,3,3,3
979,COc1cc(cc(OC)c1OC)C(=O)c2cc(Cl)ccc2N,3.38,3,5,4,3,2,1,3,3,3,2
980,Nc1ccccc1NC(=O)c2ccc(cc2)c3ncccc3C#N,1.58,2,3,3,4,5,1,2,4,3,1
981,CN(C)CC1CCn2c(C1)c(C3=C(C(=O)NC3=O)c4cn(C)c5ccccc45)c6ccccc26,2.88,2,5,3,4,4,4,5,4,4,4
982,COc1ccc2cc(CCC(=O)C)ccc2c1,3.06,2,1,4,5,4,1,1,3,5,3
983,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)noc5c4,2.67,2,4,4,3,3,3,4,2,4,4
984,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(Cc3ccccc3)C2,1.49,4,3,3,1,2,3,5,2,2,2
985,Oc1ccc(NC(=O)c2ccc(O)cc2)cc1,1.5,4,4,2,4,4,2,3,5,5,2
986,COC(=O)[C@H](Cc1ccc(cc1)[N+](=O)[O-])NC(=O)c2cccc3ccccc23,3.58,4,4,3,1,5,1,4,4,5,1
987,COc1cc(ccc1Nc2ncc3N(C)C(=O)CCN(C4CCCCC4)c3n2)C(=O)NC5CCN(C)CC5,2.87,1,1,5,1,4,3,4,3,2,4
988,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)N)n2,2.39,5,4,4,1,5,2,4,3,3,2
989,Cc1ccc(OCC(=O)O)c(c1)n2nc3ccccc3n2,-0.84,2,3,1,5,5,1,2,1,3,2
990,C[C@@H]1CNc2c(sc3ccc4nc(ccc4c23)c5ccc(C)nc5)C(=O)N1,3.6,3,4,2,4,1,1,1,4,3,1
991,CC1=C(Cc2ccccc2)C(=O)n3nc(NCc4ccc(Cl)cc4)nc3N1,3.7,5,4,1,5,3,3,1,1,2,3
992,Fc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,0.9,4,1,5,1,2,4,1,4,1,3
993,N(c1ccccc1)c2ccccc2,3.2,3,1,4,1,2,1,2,4,4,1
994,CSCCC(NC(=O)c1ccccc1)c2nc3ccccc3n2Cc4ccc(cc4)C#N,4.24,4,5,1,5,1,4,2,3,4,1
995,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OC(C)(C)C,3.33,2,3,1,2,1,1,3,3,5,5
996,Oc1cccc2ccccc12,2.5,4,5,4,3,1,2,5,4,1,2
997,CCN1CCN(CC1)C(=O)c2cc3cc(Cl)ccc3[nH]2,3.14,4,3,2,1,3,2,2,5,2,4
998,COc1cccc2c1c(NS(=O)(=O)c3ccc(Cl)s3)nn2Cc4cccc(CNC(=O)[C@@H]5COCCN5)c4,1.61,5,5,5,5,4,5,1,1,1,2
999,COc1ccc2c(c1)cc(C(=O)O)n2Cc3ccc(Cl)c(Cl)c3,1.66,2,4,2,3,5,4,3,2,3,5
1000,NC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,1.61,2,5,3,2,1,1,4,5,4,3
1001,C[C@H](N)C(=O)N[C@@H](CCc1ccccc1)\C=C\S(=O)(=O)c2ccccc2,1.66,3,1,3,3,5,5,5,1,5,5
1002,CN1CCNc2nc(CCOc3ccc(C[C@H](NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3)ccc12,0.07,1,2,3,5,3,5,3,2,5,1
1003,C(Sc1nc2cccnc2[nH]1)c3ccccc3,3.22,2,2,3,2,4,3,4,5,4,3
1004,OC(c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)c2ccccc2)(C(F)(F)F)C(F)(F)F,4.5,5,5,3,3,4,4,1,2,2,5
1005,C[C@H](Nc1nc(Nc2ncc(C#N)s2)cc(n1)N3CCOCC3)c4ncc(F)cn4,2.26,2,5,1,4,4,2,1,1,1,2
1006,CCN(CC)CCNC(=O)c1ccc(N)cc1,-0.92,2,2,3,5,5,1,2,2,2,5
1007,CC(C)Oc1cc(OCCc2ccsc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,1.74,1,4,3,4,5,5,5,1,2,4
1008,O=C(Nc1ccc(Nc2ccc(NC(=O)c3ccccc3)c4C(=O)c5ccccc5C(=O)c24)c6C(=O)c7ccccc7C(=O)c16)c8ccccc8,2.63,4,1,1,5,4,4,3,2,1,1
1009,COc1ccc(cc1OC)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2Br,3.49,5,5,5,1,3,1,2,5,4,4
1010,COc1ccccc1CN[C@H]2CCCN[C@H]2c3ccccc3,1.5,2,4,1,5,1,1,4,5,2,2
1011,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CC4CC4)c1,0.07,1,5,4,2,1,4,5,4,4,2
1012,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)OCc3cc(C)nc(C)c3)C(=O)C(F)(F)F,2.38,3,4,3,5,3,5,2,1,2,3
1013,COCCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,3.41,1,5,2,1,3,4,4,5,2,2
1014,CN[C@@H](C)[C@H](O)c1ccccc1,-1.15,3,3,5,3,4,1,3,2,4,5
1015,FC(F)(F)c1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,3.75,1,3,2,1,1,2,5,4,5,2
1016,OC(=O)[C@H](Cc1ccc(OCCNc2nc3ccccc3[nH]2)cc1)NC(=O)c4c(Cl)cccc4Cl,0.6,4,1,1,2,4,1,1,2,5,4
1017,COc1nc(N)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,-0.58,1,4,2,2,2,2,3,1,4,4
1018,C[C@@H]1NC(C)(C)CO[C@@]1(O)c2cccc(Cl)c2,1.69,1,1,4,4,2,4,4,1,3,4
1019,CCN(C1CCN(CCC(N2CCN(CC2)c3ccccc3)c4ccccc4)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,2.67,3,4,3,2,4,1,4,1,4,3
1020,CN1CCN(CC1)C(=O)[C@@H]2CCCC[C@H]2C(=O)NCC#N,-0.1,3,5,3,2,4,5,1,1,2,1
1021,Fc1ccc(cc1Cl)C2CNCC=CC2,1.33,3,2,2,5,3,1,3,3,5,1
1022,Clc1cc(Cl)cc(c1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,3.36,5,3,4,2,3,1,3,4,2,4
1023,CN1CCC(CC1)(c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5)S(=O)(=O)C,1.9,5,5,2,5,4,3,2,1,1,1
1024,C[C@@H](NC(=O)c1cccnc1Oc2ccccc2)c3ccccc3,3.14,4,3,5,4,5,3,4,5,4,2
1025,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4ccc(Cl)cc4)c3)C(=O)NC1=O,2.12,1,2,3,3,4,2,3,1,4,5
1026,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(C)cc(C)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1.93,1,5,5,5,1,5,4,5,1,4
1027,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(OC)cc2)C1)C(C)(C)C,1.45,2,1,3,1,4,3,1,4,2,3
1028,COC(=O)COc1ccc(O)cc1,0.92,3,1,2,3,2,5,1,4,5,2
1029,C(=C\c1nn[nH]n1)/c2ccccc2,-0.4,3,5,4,1,3,3,3,3,2,4
1030,CN(C)CCC=C1c2ccccc2C=Cc3ccccc13,2.83,3,4,4,5,4,4,4,3,4,4
