,smiles,ESOL,rd_8,rd_32,rd_64,rd_128,rd_512,rd_1024,rd_2048,rd_4096,rd_8192,rd_16384
276,OCC(O)C(O)C(O)C(O)CO,1.09,2,4,1,2,2,3,5,3,1,5
277,CCS,-0.6,5,1,1,3,4,2,3,4,2,2
278,ClCC(Cl)Cl,-1.48,4,5,2,5,4,1,4,4,4,4
279,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-2.09,3,1,1,3,5,3,1,5,5,1
280,NC(=O)c1ccccc1O,-1.82,2,2,5,3,2,2,5,4,5,4
281,Cc1ccccc1N(=O)=O,-2.33,2,3,4,1,1,1,3,5,1,1
282,O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,-2.766,1,2,3,1,3,5,1,4,3,4
283,CCc1ccccc1C,-3.21,1,2,4,2,5,5,5,3,1,5
284,CCCCCCCCl,-4.0,1,4,1,4,2,2,1,5,4,4
285,O=C1NC(=O)NC(=O)C1(CC)CC,-2.4,5,4,5,4,1,3,3,3,4,3
286,C(Cc1ccccc1)c2ccccc2,-4.62,1,5,4,2,1,2,2,1,5,5
287,ClC(Cl)C(Cl)Cl,-1.74,3,5,2,4,3,1,4,3,1,3
288,CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,-5.153,2,5,4,3,1,2,3,5,1,3
289,Cc1ccc2c(ccc3ccccc32)c1,-5.84,2,2,4,1,2,3,3,4,5,1
290,CCCCOC(=O)c1ccccc1C(=O)OCCCC ,-4.4,4,1,2,2,3,5,1,5,2,3
291,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,-4.02,4,4,4,2,3,2,4,3,3,4
292,CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,0.523,1,2,4,5,4,1,4,3,5,2
293,CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,-5.282,2,3,3,3,5,4,2,4,4,3
294,CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,-4.5760000000000005,3,3,1,5,1,4,1,3,3,5
295,COc1ccc(cc1)N(=O)=O,-2.41,4,1,1,2,3,4,2,5,5,2
296,CCCCCCCl,-3.12,2,2,5,1,3,3,4,2,2,5
297,Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-9.16,1,5,4,4,4,3,2,1,5,2
298,OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,-0.41,3,4,3,3,4,3,4,4,5,3
299,CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.334,5,3,5,4,2,1,3,2,1,1
300,CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.324,1,1,4,1,4,3,5,2,3,1
301,CC(Cl)Cl,-1.29,4,3,3,2,3,4,4,4,5,3
302,Nc1ccc(cc1)S(N)(=O)=O,-1.34,2,4,5,2,4,5,3,1,1,2
303,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-6.49,3,5,3,1,1,2,3,2,2,1
304,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.64,5,3,2,3,4,2,5,1,1,5
305,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.194,2,4,2,1,4,3,5,5,1,3
306,Clc1cccc(Cl)c1Cl,-4.0,2,5,1,4,2,4,4,2,1,5
307,ClC(Cl)(Cl)Cl,-2.31,1,1,3,3,5,1,2,3,1,2
308,O=N(=O)c1cc(Cl)c(Cl)cc1,-3.2,1,4,3,1,5,3,3,5,5,1
309,OC1CCCCCCC1,-1.29,4,5,2,3,2,2,3,5,1,2
310,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.999,3,3,1,3,4,4,5,4,4,1
311,CCOc1ccc(NC(N)=O)cc1,-2.17,3,2,3,2,5,1,4,1,5,1
312,C/C1CCC(\C)CC1,-4.47,1,4,2,1,5,5,5,4,5,1
313,c1cnc2c(c1)ccc3ncccc23,-2.68,3,1,3,1,5,3,3,5,3,4
314,COC(C)(C)C,-0.24,3,5,5,3,5,4,3,3,4,3
315,COc1ccc(C=CC)cc1,-3.13,3,2,5,2,3,1,4,1,2,5
316,CCCCCCCCCCCCCCCCO,-7.0,4,2,5,3,5,2,5,3,5,4
317,O=c1cc[nH]c(=O)[nH]1 ,-1.4880000000000002,2,3,5,1,3,3,4,1,1,3
318,Nc1ncnc2nc[nH]c12 ,-2.12,2,5,3,2,2,5,4,5,1,5
319,Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,-7.21,2,3,2,1,5,5,2,3,4,3
320,COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 ,-2.596,3,5,1,1,2,2,2,5,3,1
321,c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,-8.23,5,1,1,4,5,2,3,3,4,1
322,O=C(Nc1ccccc1)Nc2ccccc2,-3.15,5,1,4,2,5,4,3,5,4,5
323,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,-2.322,4,2,4,2,4,4,2,1,5,3
324,Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-6.29,5,4,3,3,1,2,2,4,1,3
325,CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.536,4,1,5,4,5,1,5,4,4,2
326,CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.716,5,4,4,4,5,5,2,5,5,3
327,CCC(C)(C)CO,-1.04,2,3,2,4,4,5,3,5,4,4
328,CCCOC(=O)CCC,-1.75,2,4,2,2,5,3,1,5,4,4
329,Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-3.22,3,3,3,2,2,2,5,2,5,4
330,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2,2,2,2,1,1,3,4,1,3,1
331,C1CCCCCC1,-3.51,2,1,2,5,4,1,5,4,1,4
332,CCCOC=O,-0.49,1,4,5,4,4,5,4,3,4,1
333,CC(C)c1ccccc1C,-3.76,1,5,5,2,1,5,1,2,5,2
334,Nc1cccc(Cl)c1,-1.37,1,1,3,1,4,2,2,3,2,5
335,CC(C)CC(C)C,-4.26,3,2,3,5,5,5,1,3,4,4
336,o1c2ccccc2c3ccccc13,-4.6,5,5,1,3,5,3,4,2,1,2
337,CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.42,4,5,2,4,3,3,3,3,2,4
338,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.43,3,5,4,5,3,1,4,5,1,4
339,c3ccc2nc1ccccc1cc2c3,-3.67,5,3,2,1,1,3,1,5,5,3
340,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.11,1,4,4,3,4,4,2,5,4,5
341,OCC1OC(O)C(O)C(O)C1O,0.74,1,3,3,4,3,1,1,1,1,2
342,Cc1cccc(O)c1,-0.68,3,5,4,1,4,3,3,2,5,1
343,CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ,-3.5860000000000003,5,3,5,4,4,1,1,3,1,5
344,CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,-6.005,1,1,4,5,1,2,3,1,2,2
345,O=N(=O)c1ccc(cc1)N(=O)=O,-3.39,2,4,2,5,5,3,5,5,1,4
346,CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,-2.696,1,3,3,5,2,2,1,4,4,5
347,CCCCCCCCCC(=O)OCC,-4.1,5,5,5,4,2,4,1,2,5,2
348,CN(C)C(=O)Nc1ccccc1,-1.6,3,2,4,4,3,4,2,3,4,4
349,CCCOCC,-0.66,5,4,2,4,2,4,1,4,1,3
350,CC(C)O,0.43,3,5,1,3,2,5,5,5,1,5
351,Cc1ccc2ccccc2c1,-3.77,5,4,1,2,5,5,3,5,3,3
352,ClC(Br)Br,-1.9,3,3,3,1,3,5,4,2,3,1
353,CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.43,1,4,1,1,3,1,5,1,3,3
354,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3.37,5,4,2,1,2,5,1,4,5,1
355,ClCc1ccccc1,-2.39,1,5,3,1,4,3,2,1,1,4
356,C/C=C/C=O,0.32,4,5,5,4,5,1,5,4,4,1
357,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924,5,4,3,2,3,1,2,2,4,5
358,Cc1c2ccccc2c(C)c3ccccc13,-6.57,3,4,4,3,5,4,4,4,3,1
359,CCCCCC(=O)OC,-1.87,5,3,1,3,1,2,2,3,2,5
360,CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,-4.328,3,3,5,2,5,1,2,3,5,2
361,CC(=O)Nc1ccc(F)cc1,-1.78,5,2,1,2,1,3,3,2,5,5
362,CCc1cccc(CC)c1N(COC)C(=O)CCl ,-3.26,5,5,1,2,3,2,3,1,1,4
363,C1CCC=CC1,-2.59,2,1,3,1,2,4,2,5,3,1
364,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.09,4,2,1,2,5,1,5,2,2,3
365,c1cncnc1,1.1,1,2,5,2,1,1,5,2,2,2
366,Clc1ccc(cc1)N(=O)=O,-2.92,1,5,5,5,1,5,3,3,5,1
367,CCC(=O)OC,-0.14,1,4,3,5,2,2,2,3,2,5
368,Clc1ccccc1N(=O)=O,-2.55,1,2,5,1,5,4,2,4,5,2
369,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77,4,3,5,2,5,1,4,3,4,1
370,CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,-1.877,3,2,1,5,5,2,1,1,3,5
371,O=N(=O)c1ccccc1,-1.8,3,3,3,2,4,2,3,5,5,4
372,Ic1ccccc1,-3.01,1,2,3,2,4,2,1,2,3,3
373,CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,-3.78,3,1,3,2,1,3,1,1,2,4
374,COc1ccccc1OCC(O)COC(N)=O,-0.985,1,1,4,3,5,5,1,3,4,5
375,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,-4.19,3,3,4,5,3,4,3,4,1,4
376,Oc1cccc(Cl)c1Cl,-1.3,4,2,4,2,4,3,2,4,4,1
377,CCCC(=O)OC,-1.92,4,5,1,2,2,5,2,5,5,5
378,CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0,5,4,5,4,2,1,5,5,3,3
379,Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,-2.404,2,5,3,1,4,3,5,3,1,4
380,CCCCCC(=O)OCC,-2.35,4,2,4,2,3,2,2,5,4,5
381,OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl ,-1.84,5,3,2,3,1,1,3,5,2,1
382,CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,-5.47,1,1,3,2,3,3,4,3,1,2
383,COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478,4,3,3,2,4,5,1,3,2,5
384,CCCCCCC=C,-4.44,1,5,5,1,5,5,1,5,1,4
385,Cc1ccc(N)cc1,-1.21,4,5,5,5,2,2,1,5,2,1
386,Nc1nccs1 ,-0.36,4,5,4,5,2,1,5,3,5,1
387,c1ccccc1(OC(=O)NC),-1.803,1,5,1,1,3,3,2,1,3,5
388,CCCC(O)CC,-0.8,4,2,2,3,4,5,3,2,5,4
389,c3ccc2c(O)c1ccccc1cc2c3 ,-4.73,4,4,1,2,1,5,3,3,4,4
390,Cc1ccc2cc3ccccc3cc2c1,-6.96,1,2,2,4,3,5,2,2,4,3
391,Cc1cccc(C)c1C,-3.2,2,4,2,4,3,1,3,3,1,3
392,CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36,2,3,1,4,4,1,4,1,1,2
393,CCCCCCCC(C)O,-2.74,4,4,1,3,1,4,2,1,1,2
394,CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,-3.35,4,3,1,3,4,5,2,1,5,5
395,CCCC(=O)CC,-0.83,3,5,2,2,4,1,5,1,1,4
396,Oc1c(Br)cc(C#N)cc1Br ,-3.33,5,2,1,4,4,1,2,2,1,2
397,Clc1ccc(cc1Cl)c2ccccc2 ,-6.39,1,5,3,2,5,4,1,2,3,2
398,CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,-4.873,2,5,3,4,1,5,2,5,3,4
399,Oc1cccc2ncccc12 ,-2.54,5,4,1,1,2,5,3,2,1,2
400,CC1=C(SCCO1)C(=O)Nc2ccccc2,-3.14,4,2,2,5,1,5,3,2,5,3
401,CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,-3.81,3,2,1,3,1,1,1,3,3,5
402,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28,3,2,3,4,5,4,4,5,1,5
403,ClCBr,-0.89,5,1,3,5,5,5,3,1,4,3
404,CCC1(CC)C(=O)NC(=O)N(C)C1=O ,-2.23,1,3,5,5,4,5,5,5,3,3
405,CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-4.63,4,3,5,4,2,2,2,1,3,1
406,NC(=O)NCc1ccccc1 ,-0.95,4,5,3,5,2,3,3,5,5,1
407,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.483,3,1,1,5,2,5,4,3,1,2
408,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.592,1,4,5,5,5,4,1,1,4,3
409,OC1CCCCCC1,-0.88,3,5,3,2,1,1,3,4,1,1
410,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,-2.154,5,4,1,3,2,4,1,1,2,2
411,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ,-3.36,2,2,3,4,3,3,3,3,1,1
412,CC(=O)Nc1nnc(s1)S(N)(=O)=O ,-2.36,3,4,3,2,5,4,4,3,4,5
413,Oc1ccc(cc1)N(=O)=O,-0.74,2,3,4,5,2,3,1,5,2,3
414,ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,-6.307,1,5,1,4,3,1,1,5,1,2
415,C1CCOC1,0.49,1,3,4,3,5,4,4,3,2,2
416,Nc1ccccc1N(=O)=O,-1.96,5,2,3,4,3,2,3,3,4,1
417,Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-7.28,5,5,2,4,1,4,3,1,1,3
418,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,-3.81,5,2,4,2,4,1,5,1,3,1
419,Cc1c(cccc1N(=O)=O)N(=O)=O,-3.0,5,3,1,2,4,2,4,5,5,3
420,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42,3,5,5,5,4,2,2,1,4,1
421,CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-4.4110000000000005,1,5,2,1,1,4,5,3,4,3
422,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,-5.4,5,2,4,2,4,2,3,5,3,1
423,c1(Br)c(Br)cc(Br)cc1,-4.5,5,4,4,2,1,5,1,3,1,5
424,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,-3.952,4,2,2,5,1,5,5,1,5,3
425,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356,5,4,5,3,1,3,4,1,4,5
426,c1(O)c(C)ccc(C(C)C)c1,-2.08,5,1,1,5,4,4,5,3,4,5
427,C1SC(=S)NC1(=O),-1.77,2,1,5,4,4,1,3,4,4,5
428,Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,-3.083,2,1,5,3,2,4,4,4,4,5
429,ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,-5.259,1,5,1,4,3,1,1,3,4,2
430,CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86,2,5,1,5,1,5,2,1,1,1
431,C1CCCCC1,-3.1,2,4,4,2,1,4,3,3,2,1
432,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-7.278,5,2,3,3,2,4,4,5,2,4
433,CN(C)C=Nc1ccc(Cl)cc1C,-2.86,2,5,4,5,3,1,3,2,5,3
434,CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-5.24,5,1,2,4,4,3,2,4,5,5
435,CCCCCCCCO,-2.39,5,1,3,3,2,3,5,1,4,5
436,CCSCC,-1.34,3,3,2,4,3,1,5,3,2,1
437,ClCCCl,-1.06,1,4,3,3,3,3,2,3,4,4
438,CCC(C)(C)Cl,-2.51,4,3,2,4,4,3,2,4,2,2
439,ClCCBr,-1.32,1,4,3,5,1,5,4,4,1,2
440,Nc1ccc(cc1)N(=O)=O,-2.37,5,3,4,1,1,5,2,3,2,4
441,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-0.244,1,1,3,2,2,3,3,1,2,3
442,CCN2c1ncccc1N(CC)C(=O)c3cccnc23 ,-2.86,2,4,1,2,4,5,4,2,2,3
443,Clc1ccccc1,-2.38,3,2,1,2,1,5,4,1,3,3
444,CCCCCCCC=C,-5.05,1,3,5,5,1,2,3,3,1,3
445,Brc1ccc(I)cc1,-4.56,4,5,2,1,1,2,4,3,2,3
446,CCC(C)(O)CC,-0.36,2,1,5,1,3,4,2,2,3,5
447,CCCCCc1ccccc1,-4.64,5,4,5,2,4,4,3,3,4,1
448,NC(=O)NC1NC(=O)NC1=O ,-1.6,5,5,1,3,4,4,1,3,5,1
449,OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,-4.5710000000000015,4,1,1,5,2,3,1,3,4,3
450,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2,5,4,4,4,1,1,1,3,2,1
451,CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.184,5,2,5,4,4,3,1,5,2,5
452,Clc1cccc2ccccc12,-3.93,5,1,5,3,4,4,2,3,5,2
453,CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,-4.749,4,1,5,5,1,5,1,3,3,2
454,CCCCC(C)O,-0.89,5,4,5,2,5,4,1,3,2,2
455,CCCC1CCCC1,-4.74,3,3,5,2,2,4,2,1,5,1
456,CCOC(=O)c1cncn1C(C)c2ccccc2,-4.735,1,5,3,2,5,5,5,2,4,5
457,Oc1ccc(Cl)c(Cl)c1,-1.25,5,1,4,4,4,5,2,5,2,4
458,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.017000000000001,5,1,5,5,2,2,4,5,5,3
459,c2ccc1ocnc1c2,-1.16,3,3,5,2,5,4,4,5,3,5
460,CCCCCO,-0.6,5,1,3,3,4,2,4,4,5,3
461,CCN(CC)c1ccccc1,-3.03,2,5,2,5,4,4,1,3,5,3
462,Fc1cccc(F)c1,-2.0,1,4,2,3,5,1,1,3,4,2
463,ClCCC#N ,-0.29,1,5,4,3,4,1,2,2,3,4
464,CC(C)(C)Cc1ccccc1,-4.15,4,2,5,2,1,2,3,1,2,1
465,O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,-2.322,3,5,4,1,4,4,4,4,1,1
466,Clc1ccccc1I,-3.54,4,5,1,4,5,3,5,3,1,1
467,c2ccc1[nH]nnc1c2,-0.78,4,1,2,1,4,3,1,4,3,5
468,CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.8,1,5,5,2,3,2,1,3,2,1
469,Cc1cccc(C)c1O,-1.29,1,4,3,2,2,2,1,4,2,4
470,CC(C)C(C)O,-0.18,4,5,3,5,3,2,4,3,5,1
471,c1ccccc1C(O)c2ccccc2,-2.55,1,2,2,5,5,1,2,5,3,4
472,CCCCCCCCCC(=O)OC,-4.69,1,4,4,4,4,5,2,4,1,4
473,COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-4.31,3,5,2,3,4,5,5,5,3,2
474,CC(C)CBr,-2.43,5,5,2,1,5,1,3,5,4,5
475,CCI,-1.6,2,1,4,2,1,1,2,1,1,3
476,CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95,5,2,2,5,3,4,5,4,5,4
477,CCCCCCBr,-3.81,3,2,3,3,5,2,3,2,5,2
478,CCCC(C)C,-3.74,1,4,2,1,3,2,5,2,3,3
479,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.3210000000000015,2,2,2,4,4,5,1,3,1,1
480,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,-2.73,5,5,3,4,3,1,4,2,1,2
481,ON=Cc1ccc(o1)N(=O)=O ,-2.19,4,5,1,3,1,5,5,4,5,4
482,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003,5,3,3,2,5,2,1,4,5,4
483,Nc1nc[nH]n1,0.522,5,2,5,3,1,4,3,4,1,3
484,BrC(Br)Br,-1.91,4,5,1,4,1,3,2,4,3,5
485,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.22,2,4,2,1,2,5,4,5,4,5
486,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-5.233,2,5,4,4,3,1,2,3,1,3
487,OCc1ccccc1,-0.4,4,3,3,5,4,2,2,3,3,4
488,O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 ,-2.84,2,5,3,3,1,3,2,4,3,1
489,Oc1ccc(Br)cc1,-1.09,4,5,5,2,5,2,3,3,2,5
490,CC(C)Br,-1.59,2,4,5,4,2,5,4,1,4,1
491,CC(C)CC(C)(C)C,-4.74,5,4,3,1,2,3,1,1,3,3
492,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-2.89,2,3,1,2,5,5,1,5,5,3
493,CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,-3.796,3,4,1,2,4,2,4,3,2,4
494,CCC,-1.94,5,2,3,5,2,1,2,3,3,5
495,Nc1cc(nc(N)n1=O)N2CCCCC2 ,-1.989,2,1,3,4,1,4,2,4,4,4
496,Nc2cccc3nc1ccccc1cc23 ,-4.22,3,5,3,1,3,5,1,2,1,5
497,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-8.49,5,2,2,1,5,1,4,1,1,5
498,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-5.666,1,3,2,2,1,3,4,1,3,3
499,C1Cc2cccc3cccc1c23,-4.63,3,5,4,4,2,1,4,3,4,2
500,CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-6.34,3,5,2,1,3,4,4,1,4,1
501,Brc1ccc(Br)cc1,-4.07,3,1,2,4,4,4,5,2,4,4
502,Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,-2.82,2,4,4,5,2,1,4,4,1,1
503,Oc1ccc(cc1)c2ccccc2,-3.48,1,4,3,3,4,2,2,2,2,3
504,CC1=C(CCCO1)C(=O)Nc2ccccc2 ,-2.56,2,2,1,5,2,3,2,3,3,4
505,CCOC=C,-0.85,2,1,5,4,2,3,5,4,4,5
506,CCC#C,-1.24,2,4,1,4,3,1,1,2,2,1
507,COc1ncnc2nccnc12 ,-1.11,4,1,3,2,3,5,1,1,4,5
508,CCCCC(C)(O)CC,-1.6,4,2,1,4,5,2,3,2,2,5
509,Clc1ccc(Cl)cc1,-3.27,1,3,3,2,3,3,4,2,4,2
510,O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.47,1,5,5,2,4,5,3,2,3,1
511,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981,4,4,4,1,1,2,4,1,5,2
512,Cc1c[nH]c2ccccc12 ,-2.42,2,2,4,5,1,2,3,5,2,3
513,COc2ncc1nccnc1n2,-1.11,4,3,4,1,2,1,4,4,1,5
514,CNC(=O)Oc1ccccc1C2OCCO2,-1.57,4,4,3,1,3,4,3,4,2,3
515,C1N(C(=O)NCC(C)C)C(=O)NC1,-2.15,1,4,4,5,5,3,2,3,2,4
516,CC#N,0.26,4,5,1,2,1,1,1,4,1,4
517,CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,-4.7,2,3,2,1,4,5,2,1,1,1
518,CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,-3.59,1,3,4,3,3,4,4,1,4,1
519,ClCC(Cl)(Cl)Cl,-2.18,4,4,1,2,5,3,5,1,4,1
520,CCCCO,0.0,1,1,4,4,5,1,4,2,3,1
521,CC1CCCCC1NC(=O)Nc2ccccc2,-4.11,3,3,4,3,3,3,1,3,3,2
522,Clc1cc(Cl)cc(Cl)c1,-4.48,3,3,4,3,2,1,4,1,1,5
523,O=Cc1ccco1,-0.1,1,4,5,1,5,4,2,2,5,2
524,CC(C)CCO,-0.51,3,2,2,1,4,1,5,3,3,4
525,O=Cc2ccc1OCOc1c2 ,-1.63,4,2,2,3,2,2,1,5,5,4
526,CC(=C)C,-2.33,4,3,3,5,5,4,1,4,5,3
527,O=Cc1ccccc1,-1.19,4,1,3,4,1,5,4,1,3,4
528,CC(=C)C(=C)C,-2.4,5,2,2,5,1,5,4,3,4,2
529,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,-4.71,2,1,4,2,4,4,2,2,4,2
530,O2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.672,2,3,1,1,5,5,4,2,5,1
531,C1c2ccccc2c3ccccc13,-5.0,2,1,2,1,1,5,4,5,5,3
532,CC1CCCCC1,-3.85,4,1,3,3,1,4,4,5,3,2
533,NC(=N)NS(=O)(=O)c1ccc(N)cc1 ,-1.99,5,5,5,3,4,3,2,2,2,5
534,COC(=O)c1ccc(O)cc1,-1.827,3,2,1,5,5,5,5,5,5,2
535,CC1CCCO1,0.11,4,3,1,5,3,1,4,5,5,3
536,CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,-3.09,4,5,5,5,2,2,5,5,4,3
537,OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,-0.85,1,2,5,2,5,4,1,4,2,2
538,CCCI,-2.29,2,2,2,4,3,3,2,4,1,3
539,CCNc1nc(NC(C)C)nc(SC)n1,-3.04,2,3,1,4,1,5,5,5,1,1
540,CCCO,0.62,1,4,2,4,3,5,4,4,2,2
541,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.817,5,2,3,2,3,2,1,1,3,4
542,CCCC(C)O,-0.29,2,5,4,3,4,4,3,5,4,5
543,OC(C(=O)c1ccccc1)c2ccccc2,-2.85,1,3,4,2,3,4,5,5,1,4
544,Cc1ccc(O)c(C)c1,-1.19,2,2,4,1,3,5,4,3,3,2
545,Clc1cccc(c1)N(=O)=O,-2.77,3,4,4,1,5,1,2,4,4,4
546,Cc2c(N)c(=O)n(c1ccccc1)n2C,-0.624,1,4,1,4,3,1,1,2,5,2
547,Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,-6.57,1,2,2,3,2,4,2,4,2,2
548,ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,-4.92,1,4,5,2,5,1,3,2,4,2
549,CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0,3,3,2,1,4,1,3,5,1,2
550,CCC(C)CCO,-0.71,3,4,3,4,4,5,5,4,3,1
