Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID
CHEMBL3978379;;0;491.93;0;2.37;BDBM190869;C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3C#N)ccc2F)CS(=O)(=O)[C@]2(CCOC2)C(=N)N1;Ki;'=';5.7;nM;8.24;;341348;UO_0000065;16.76;0.34;5.87;5.68;False;CHEMBL3887512;HTRF FRET Assay: A homogeneous time-resolved FRET assay can be used to determine IC50 values for inhibitors of the soluble human BACE1 catalytic domain. This assay monitors the increase of 620 nm fluorescence that resulted from BACE1 cleavage of an APPswedish APPswe mutant peptide FRET substrate (QSY7-EISEVNLDAEFC-Europium-amide). This substrate contains an N-terminal QSY7 moiety that serves as a quencher of the C-terminal Europium fluorophore (620 nm Em). In the absence of enzyme activity, 620 nm fluorescence is low in the assay and increased linearly over 3 hours in the presence of uninhibited BACE1 enzyme Inhibition of BACE1 cleavage of the QSY7-APPswe-Eu substrate by inhibitors is manifested as a suppression of 620 nm fluorescence.Varying concentrations of inhibitors at 3x the final desired concentration in a volume of 10 ul are preincubated with purified human BACE1 catalytic domain (3 nM in 10 ul) for 30 minutes at 30° C. in reaction buffer containing 20 mM Na-Acetate pH 5.0, 10% glycerol.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886347;37;BindingDB Database;;2015;None
CHEMBL3934070;;0;297.36;0;1.15;BDBM190871;C[C@@]1(c2cc(N)ccc2F)CS(=O)(=O)C2(CC2)C(=N)N1;Ki;'=';4900.0;nM;5.31;;341349;UO_0000065;17.86;0.36;4.16;5.53;False;CHEMBL3887512;HTRF FRET Assay: A homogeneous time-resolved FRET assay can be used to determine IC50 values for inhibitors of the soluble human BACE1 catalytic domain. This assay monitors the increase of 620 nm fluorescence that resulted from BACE1 cleavage of an APPswedish APPswe mutant peptide FRET substrate (QSY7-EISEVNLDAEFC-Europium-amide). This substrate contains an N-terminal QSY7 moiety that serves as a quencher of the C-terminal Europium fluorophore (620 nm Em). In the absence of enzyme activity, 620 nm fluorescence is low in the assay and increased linearly over 3 hours in the presence of uninhibited BACE1 enzyme Inhibition of BACE1 cleavage of the QSY7-APPswe-Eu substrate by inhibitors is manifested as a suppression of 620 nm fluorescence.Varying concentrations of inhibitors at 3x the final desired concentration in a volume of 10 ul are preincubated with purified human BACE1 catalytic domain (3 nM in 10 ul) for 30 minutes at 30° C. in reaction buffer containing 20 mM Na-Acetate pH 5.0, 10% glycerol.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886347;37;BindingDB Database;;2015;None
CHEMBL3627965;;0;462.38;0;3.86;12a;CC(=O)Nc1c(Cl)cc(CN/C(N)=N/C(=O)[C@@H]2CCCN2c2ccc(C)cc2)cc1Cl;Ki;'=';1400.0;nM;5.85;;;UO_0000065;12.66;0.26;1.99;5.86;False;CHEMBL3630425;Displacement of [3H]BMS-599240 from BACE1 (unknown origin) expressed in HEK293 cells at pH 5 after 1.5 hrs by Microbeta liquid scintillation counting analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3627595;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;CHEMBL3307715
CHEMBL3627959;;0;448.35;0;3.55;7d;CC(=O)Nc1c(Cl)cc(CN/C(N)=N/C(=O)[C@H]2CCCN2c2ccccc2)cc1Cl;Ki;'=';3100.0;nM;5.51;;;UO_0000065;12.29;0.25;1.96;5.52;False;CHEMBL3630425;Displacement of [3H]BMS-599240 from BACE1 (unknown origin) expressed in HEK293 cells at pH 5 after 1.5 hrs by Microbeta liquid scintillation counting analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3627595;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;CHEMBL3307715
CHEMBL3627958;;0;448.35;0;3.55;7c;CC(=O)Nc1c(Cl)cc(CN/C(N)=N/C(=O)[C@@H]2CCCN2c2ccccc2)cc1Cl;Ki;'=';340.0;nM;6.47;;;UO_0000065;14.43;0.29;2.92;6.48;False;CHEMBL3630426;Displacement of [3H]BMS-599240 from BACE1 (unknown origin) expressed in HEK293 cells at pH 6.4 after 1.5 hrs by Microbeta liquid scintillation counting analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3627595;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;CHEMBL3307715
CHEMBL3694261;;0;727.88;1;3.28;5d;COc1ccc(CN2CCN[C@@H]([C@@H](O)[C@H](Cc3ccccc3)NC(=O)c3cc(C(=O)N[C@H](C)c4ccccc4)cc(N(C)S(C)(=O)=O)c3)C2=O)cc1;Ki;'=';81.4;nM;7.09;;;UO_0000065;9.74;0.19;3.81;4.50;False;CHEMBL4018279;Inhibition of recombinant human BACE1 (Ala8P to Ala326 residues) expressed in Escherichia coli BL21(DE3) using Arg-Glu(EDANS)-Glu-Val-Asn-Leu-Asp-Ala-Glu-Phe-Lys (Dabcyl)-Arg as substrate by fluorescence assay;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL4017478;1;Scientific Literature;Bioorg Med Chem Lett;2017;None
CHEMBL262295;;0;893.01;3;-1.74;2;CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)C(NC(=O)[C@H](N)CCC(=O)O)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O;Ki;'=';1.6;nM;8.8;;;UO_0000065;9.85;0.19;10.54;2.34;False;CHEMBL711471;Binding affinity for human brain memapsin 2;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1134775;1;Scientific Literature;J. Med. Chem.;2001;None
CHEMBL3703291;;0;457.45;0;3.78;BDBM149815;CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(CCC(F)(F)F)O3)c1;Ki;'=';868.0;nM;6.06;;288479;UO_0000065;13.25;0.25;2.28;7.68;True;CHEMBL3705666;Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3638878;37;BindingDB Database;;2015;None
CHEMBL3650778;;0;402.85;0;3.87;BDBM149865;CC1(C)Oc2ccc(-c3cc(F)cc(Cl)c3)cc2C2(COC(N)=N2)C12COC2;Ki;'=';188.0;nM;6.73;;288528;UO_0000065;16.7;0.33;2.86;10.18;True;CHEMBL3705666;Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3638878;37;BindingDB Database;;2015;None
CHEMBL3640256;;0;436.39;0;1.03;BDBM102938;COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)nc(OC)c1F;Ki;'=';5.6;nM;8.25;;220590;UO_0000065;18.91;0.36;7.22;7.77;False;CHEMBL3705045;Time-Resolved FRET Assay: A homogeneous time-resolved FRET assay was used to determine IC50 values for inhibitors of the soluble human BACE1 catalytic domain. The assay monitored the increase of 620nm fluorescence that resulted from BACE1 cleavage of an APPswedish APPswe mutant peptide FRET substrate (QSY7-EISEVNLDAEFC-Europium-amide).;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3638861;37;BindingDB Database;;2013;None
CHEMBL3640287;;0;474.37;0;2.04;BDBM102970;COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)nc(C(F)(F)F)c1F;Ki;'=';32.0;nM;7.5;;220604;UO_0000065;15.8;0.31;5.45;7.73;False;CHEMBL3705045;Time-Resolved FRET Assay: A homogeneous time-resolved FRET assay was used to determine IC50 values for inhibitors of the soluble human BACE1 catalytic domain. The assay monitored the increase of 620nm fluorescence that resulted from BACE1 cleavage of an APPswedish APPswe mutant peptide FRET substrate (QSY7-EISEVNLDAEFC-Europium-amide).;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3638861;37;BindingDB Database;;2013;None
CHEMBL3902268;;0;412.36;0;3.95;BDBM234448;C[C@]1(F)CC(F)(F)[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C1N;Ki;'=';83.0;nM;7.08;;408764;UO_0000065;17.17;0.33;3.13;8.81;False;CHEMBL3888549;SPA-Based Assay: The binding assay was performed as SPA-based assay using a biotinylated form of human BACE1 recombinantly expressed and subsequently purified from Freestyle HEK293 cells. The binding assay was run in a 50 mM sodium acetate buffer, pH 4.5 containing 50 mM NaCl and 0.03% Tween-20 in white clear bottom 384 plates (Corning #3653). 10 nM (final concentration) radioligand ([3H]-N-((1S,2R)-1-benzyl-3-cyclopropylamino-2-hydroxy-propyl)-5-(methanesulfonyl-methyl-amino)-N-((R)-1-phenyl-ethyl)-isophthalamide) (TRQ11569 purchased from GE Healthcare) was mixed with test compound at a given concentration, 6 nM (final concentration) human BACE1 and 25 μg Streptavidin coated PVT core SPA beads (RPNQ0007, GE Healthcare Life Sciences) in a total volume of 40 μl.;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886758;37;BindingDB Database;;2016;CHEMBL3307715
CHEMBL3904873;;0;438.92;0;2.53;BDBM242958;CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4ccccn4)o3)cc2Cl)CS1(=O)=O;Ki;'=';554.6;nM;6.26;;423839;UO_0000065;14.25;0.31;3.73;5.00;False;CHEMBL3888942;HTRF FRET Assay: Varying concentrations of inhibitors at 3× the final desired concentration in a volume of 10 ul are preincubated with purified human BACE1 catalytic domain (3 nM in 10 μl) for 30 minutes at 30° C. in reaction buffer containing 20 mM Na-Acetate pH 5.0, 10% glycerol, 0.1% Brij-35 and 7.5% DSMO. Reactions are initiated by addition of 10 μl of 600 nM QSY7-APPswe-Eu substrate (200 nM final) to give a final reaction volume of 30 μl in a 384 well Nunc HTRF plate. The reactions are incubated at 30° C. for 1.5 hours. The 620 nm fluorescence is then read on a Rubystar HTRF plate reader (BMG Labtechnologies) using a 50 millisecond delay followed by a 400 millisecond acquisition time window.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886896;37;BindingDB Database;;2016;None
CHEMBL3893375;;0;419.38;0;3.68;BDBM234451;C[C@]1(F)CC(F)(F)[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C1N;Ki;'=';11.0;nM;7.96;;408767;UO_0000065;18.98;0.36;4.28;7.64;False;CHEMBL3888549;SPA-Based Assay: The binding assay was performed as SPA-based assay using a biotinylated form of human BACE1 recombinantly expressed and subsequently purified from Freestyle HEK293 cells. The binding assay was run in a 50 mM sodium acetate buffer, pH 4.5 containing 50 mM NaCl and 0.03% Tween-20 in white clear bottom 384 plates (Corning #3653). 10 nM (final concentration) radioligand ([3H]-N-((1S,2R)-1-benzyl-3-cyclopropylamino-2-hydroxy-propyl)-5-(methanesulfonyl-methyl-amino)-N-((R)-1-phenyl-ethyl)-isophthalamide) (TRQ11569 purchased from GE Healthcare) was mixed with test compound at a given concentration, 6 nM (final concentration) human BACE1 and 25 μg Streptavidin coated PVT core SPA beads (RPNQ0007, GE Healthcare Life Sciences) in a total volume of 40 μl.;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886758;37;BindingDB Database;;2016;CHEMBL3307715
CHEMBL3945186;;0;439.41;0;3.52;BDBM234466;COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)[C@@](C)(F)CC3(F)F)c2)c(C)n1;Ki;'=';32.0;nM;7.5;;408782;UO_0000065;17.06;0.33;3.97;7.31;False;CHEMBL3888549;SPA-Based Assay: The binding assay was performed as SPA-based assay using a biotinylated form of human BACE1 recombinantly expressed and subsequently purified from Freestyle HEK293 cells. The binding assay was run in a 50 mM sodium acetate buffer, pH 4.5 containing 50 mM NaCl and 0.03% Tween-20 in white clear bottom 384 plates (Corning #3653). 10 nM (final concentration) radioligand ([3H]-N-((1S,2R)-1-benzyl-3-cyclopropylamino-2-hydroxy-propyl)-5-(methanesulfonyl-methyl-amino)-N-((R)-1-phenyl-ethyl)-isophthalamide) (TRQ11569 purchased from GE Healthcare) was mixed with test compound at a given concentration, 6 nM (final concentration) human BACE1 and 25 μg Streptavidin coated PVT core SPA beads (RPNQ0007, GE Healthcare Life Sciences) in a total volume of 40 μl.;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886758;37;BindingDB Database;;2016;CHEMBL3307715
CHEMBL4113423;;0;433.36;0;4.01;BDBM234470;C[C@@]1(F)CC(F)(F)[C@@](C)(c2cc(NC(=O)c3ccn(C(F)F)n3)ccc2F)N=C1N;Ki;'=';71.0;nM;7.15;;408786;UO_0000065;16.5;0.33;3.14;8.38;False;CHEMBL3888549;SPA-Based Assay: The binding assay was performed as SPA-based assay using a biotinylated form of human BACE1 recombinantly expressed and subsequently purified from Freestyle HEK293 cells. The binding assay was run in a 50 mM sodium acetate buffer, pH 4.5 containing 50 mM NaCl and 0.03% Tween-20 in white clear bottom 384 plates (Corning #3653). 10 nM (final concentration) radioligand ([3H]-N-((1S,2R)-1-benzyl-3-cyclopropylamino-2-hydroxy-propyl)-5-(methanesulfonyl-methyl-amino)-N-((R)-1-phenyl-ethyl)-isophthalamide) (TRQ11569 purchased from GE Healthcare) was mixed with test compound at a given concentration, 6 nM (final concentration) human BACE1 and 25 μg Streptavidin coated PVT core SPA beads (RPNQ0007, GE Healthcare Life Sciences) in a total volume of 40 μl.;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886758;37;BindingDB Database;;2016;CHEMBL3307715
CHEMBL3703237;;0;384.82;0;2.70;BDBM149754;NC1=NC2(CO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1OCC21CC1;Ki;'=';378.0;nM;6.42;;288425;UO_0000065;16.69;0.32;3.72;6.50;True;CHEMBL3705666;Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3638878;37;BindingDB Database;;2015;None
CHEMBL3905233;;0;537.62;1;2.95;BDBM249121;COc1ccc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)C4(CN(Cc5ccccc5)C4)C(=N)N3)c2)nc1;Ki;'=';7.7;nM;8.11;;434659;UO_0000065;15.09;0.29;5.16;6.52;False;CHEMBL3889105;HTRF FRET Assay: A homogeneous time-resolved FRET assay can be used to determine IC50 values for inhibitors of the soluble human BACE1 catalytic domain. This assay monitors the increase of 620 nm fluorescence that resulted from BACE1 cleavage of an APPswedish APPswe mutant peptide FRET substrate (QSY7-EISEVNLDAEFC-Europium-amide). This substrate contains an N-terminal QSY7 moiety that serves as a quencher of the C-terminal Europium fluorophore (620 nm Em). In the absence of enzyme activity, 620 nm fluorescence is low in the assay and increased linearly over 3 hours in the presence of uninhibited BACE1 enzyme. Inhibition of BACE1 cleavage of the QSY7-APPswe-Eu substrate by inhibitors is manifested as a suppression of 620 nm fluorescence.Varying concentrations of inhibitors at 3x the final desired concentration in a volume of 10 ul are preincubated with purified human BACE1 catalytic domain (3 nM in 10 ul) for 30 minutes at 30° C. in reaction buffer containing 20 mM Na-Acetate pH 5.0, 10% glycerol, 0.1% Brij-35 and 7.5% DSMO. Reactions are initiated by addition of 10 ul of 600 nM QSY7-APPswe-Eu substrate (200 nM final) to give a final reaction volume of 30 ul in a 384 well Nunc HTRF plate. The reactions are incubated at 30° C. for 1.5 hours. The 620 nm fluorescence is then read on a Rubystar HTRF plate reader (BMG Labtechnologies) using a 50 millisecond delay followed by a 400 millisecond acquisition time window. Inhibitor IC50 values are derived from non-linear regression analysis of concentration response curves. Ki values are then calculated from IC50 values using the Cheng-Prusoff equation using a previously determined um value of 8 uM for the QSY7-APPswe-Eu substrate at BACE1.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886943;37;BindingDB Database;;2016;None
CHEMBL3890282;;0;436.95;0;2.66;BDBM242942;CN1C(=N)N[C@](C)(c2sc(-c3cn(-c4ccccc4)nn3)cc2Cl)CS1(=O)=O;Ki;'=';1985.0;nM;5.7;;423823;UO_0000065;13.05;0.28;3.04;5.48;False;CHEMBL3888942;HTRF FRET Assay: Varying concentrations of inhibitors at 3× the final desired concentration in a volume of 10 ul are preincubated with purified human BACE1 catalytic domain (3 nM in 10 μl) for 30 minutes at 30° C. in reaction buffer containing 20 mM Na-Acetate pH 5.0, 10% glycerol, 0.1% Brij-35 and 7.5% DSMO. Reactions are initiated by addition of 10 μl of 600 nM QSY7-APPswe-Eu substrate (200 nM final) to give a final reaction volume of 30 μl in a 384 well Nunc HTRF plate. The reactions are incubated at 30° C. for 1.5 hours. The 620 nm fluorescence is then read on a Rubystar HTRF plate reader (BMG Labtechnologies) using a 50 millisecond delay followed by a 400 millisecond acquisition time window.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886896;37;BindingDB Database;;2016;None
CHEMBL3897312;;0;487.44;0;1.89;BDBM199107;CN1C(=N)N[C@]2(c3cc(NC(=O)c4ccc(C(F)(F)F)cn4)ccc3F)COC[C@@H]2S1(=O)=O;Ki;'=';354.0;nM;6.45;;354115;UO_0000065;13.23;0.27;4.56;5.18;False;CHEMBL3887768;Homogeneous Time-Resolved FRET Assay: A homogeneous time-resolved FRET assay can be used to determine IC50 values for inhibitors of the soluble human BACE1 catalytic domain. This assay monitors the increase of 620 nm fluorescence that resulted from BACE1 cleavage of an APPswedish APPswe mutant peptide FRET substrate (QSY7-EISEVNLDAEFC-Europium-amide). This substrate contains an N-terminal QSY7 moiety that serves as a quencher of the C-terminal Europium fluorophore (620 nm Em). In the absence of enzyme activity, 620 nm fluorescence is low in the assay and increased linearly over 3 hours in the presence of uninhibited BACE1 enzyme Inhibition of BACE1 cleavage of the QSY7-APPswe-Eu substrate by inhibitors is manifested as a suppression of 620 nm fluorescence. Varying concentrations of inhibitors at 3x the final desired concentration in a volume of 10 ul are preincubated with purified human BACE1 catalytic domain (3 nM in 10 u) for 30 minutes at 30° C. in reaction buffer containing 20 mM Na-Acetate pH 5.0, 10% glycerol, 0.1% Brij-35 and 7.5% DSMO.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886448;37;BindingDB Database;;2015;None
CHEMBL3929668;;0;440.5;0;2.60;BDBM190739;C[C@@]1(c2cc(-n3cc(-c4cccnc4)nn3)ccc2F)CS(=O)(=O)C2(CCC2)C(=N)N1;Ki;'=';8557.0;nM;5.07;;341233;UO_0000065;11.5;0.22;2.47;4.46;False;CHEMBL3887512;HTRF FRET Assay: A homogeneous time-resolved FRET assay can be used to determine IC50 values for inhibitors of the soluble human BACE1 catalytic domain. This assay monitors the increase of 620 nm fluorescence that resulted from BACE1 cleavage of an APPswedish APPswe mutant peptide FRET substrate (QSY7-EISEVNLDAEFC-Europium-amide). This substrate contains an N-terminal QSY7 moiety that serves as a quencher of the C-terminal Europium fluorophore (620 nm Em). In the absence of enzyme activity, 620 nm fluorescence is low in the assay and increased linearly over 3 hours in the presence of uninhibited BACE1 enzyme Inhibition of BACE1 cleavage of the QSY7-APPswe-Eu substrate by inhibitors is manifested as a suppression of 620 nm fluorescence.Varying concentrations of inhibitors at 3x the final desired concentration in a volume of 10 ul are preincubated with purified human BACE1 catalytic domain (3 nM in 10 ul) for 30 minutes at 30° C. in reaction buffer containing 20 mM Na-Acetate pH 5.0, 10% glycerol.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886347;37;BindingDB Database;;2015;None
CHEMBL3942086;;0;439.91;0;1.92;BDBM242964;CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4cnccn4)o3)cc2Cl)CS1(=O)=O;Ki;'=';682.9;nM;6.17;;423845;UO_0000065;14.02;0.30;4.25;4.47;False;CHEMBL3888942;HTRF FRET Assay: Varying concentrations of inhibitors at 3× the final desired concentration in a volume of 10 ul are preincubated with purified human BACE1 catalytic domain (3 nM in 10 μl) for 30 minutes at 30° C. in reaction buffer containing 20 mM Na-Acetate pH 5.0, 10% glycerol, 0.1% Brij-35 and 7.5% DSMO. Reactions are initiated by addition of 10 μl of 600 nM QSY7-APPswe-Eu substrate (200 nM final) to give a final reaction volume of 30 μl in a 384 well Nunc HTRF plate. The reactions are incubated at 30° C. for 1.5 hours. The 620 nm fluorescence is then read on a Rubystar HTRF plate reader (BMG Labtechnologies) using a 50 millisecond delay followed by a 400 millisecond acquisition time window.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886896;37;BindingDB Database;;2016;None
CHEMBL3921866;;0;444.95;0;2.59;BDBM242970;CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4cncs4)o3)cc2Cl)CS1(=O)=O;Ki;'=';863.3;nM;6.06;;423851;UO_0000065;13.63;0.31;3.47;4.85;False;CHEMBL3888942;HTRF FRET Assay: Varying concentrations of inhibitors at 3× the final desired concentration in a volume of 10 ul are preincubated with purified human BACE1 catalytic domain (3 nM in 10 μl) for 30 minutes at 30° C. in reaction buffer containing 20 mM Na-Acetate pH 5.0, 10% glycerol, 0.1% Brij-35 and 7.5% DSMO. Reactions are initiated by addition of 10 μl of 600 nM QSY7-APPswe-Eu substrate (200 nM final) to give a final reaction volume of 30 μl in a 384 well Nunc HTRF plate. The reactions are incubated at 30° C. for 1.5 hours. The 620 nm fluorescence is then read on a Rubystar HTRF plate reader (BMG Labtechnologies) using a 50 millisecond delay followed by a 400 millisecond acquisition time window.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886896;37;BindingDB Database;;2016;None
CHEMBL3936219;;0;444.95;0;2.59;BDBM242974;CN1C(=N)N[C@](C)(c2sc(-c3nnc(-c4cscn4)o3)cc2Cl)CS1(=O)=O;Ki;'=';662.1;nM;6.18;;423855;UO_0000065;13.89;0.31;3.59;4.94;False;CHEMBL3888942;HTRF FRET Assay: Varying concentrations of inhibitors at 3× the final desired concentration in a volume of 10 ul are preincubated with purified human BACE1 catalytic domain (3 nM in 10 μl) for 30 minutes at 30° C. in reaction buffer containing 20 mM Na-Acetate pH 5.0, 10% glycerol, 0.1% Brij-35 and 7.5% DSMO. Reactions are initiated by addition of 10 μl of 600 nM QSY7-APPswe-Eu substrate (200 nM final) to give a final reaction volume of 30 μl in a 384 well Nunc HTRF plate. The reactions are incubated at 30° C. for 1.5 hours. The 620 nm fluorescence is then read on a Rubystar HTRF plate reader (BMG Labtechnologies) using a 50 millisecond delay followed by a 400 millisecond acquisition time window.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886896;37;BindingDB Database;;2016;None
