,Lipop,Group,TMAP1,TMAP2,smiles
1167,1.63,2 (733),-0.1505884826183319,-0.006952196359634399,Cc1onc(C(=O)N)c1C(=O)Nc2nccs2
1168,1.92,1 (622),-0.20217859745025635,-0.2995039224624634,CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2
1169,2.97,5 (621),0.25416427850723267,-0.04820019006729126,CCn1cnc(c2ccccc2)c1c3nc4c(N)ncnc4s3
1170,1.3,2 (733),-0.16527214646339417,-0.08712950348854065,CCCc1c(O)c(ccc1OCCCCSCC(=O)O)C(=O)C
1171,2.63,4 (1032),-0.005692780017852783,-0.10941603779792786,CN(c1ncccc1CNc2nc(Nc3ccc4NC(=O)Cc4c3)ncc2C(F)(F)F)S(=O)(=O)C
1172,3.0,2 (733),-0.371933251619339,0.1864391565322876,CCc1nc2cc(O)ccc2c(Oc3ccc(\C=C\C(=O)O)cc3)c1c4ccccc4
1173,4.05,2 (733),-0.22697150707244873,-0.02535802125930786,Cc1ccc(s1)C(NC(=O)c2ccccc2O)C(=O)Nc3c(C)cccc3C
1174,1.86,5 (621),0.3895176649093628,-0.20083925127983093,COCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)OC)c3)c2n1
1175,3.34,4 (1032),-0.1287761926651001,-0.31173670291900635,C[S+]([O-])c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4
1176,1.88,1 (622),-0.4568508267402649,0.0458984375,CCC(CC)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2
1177,2.6,4 (1032),-0.09070146083831787,-0.46879979968070984,CN1CCN(CC(=O)Nc2ccc(C3=CC=CN4C(=O)C=C(N=C34)N5CCOCC5)c6sc7ccccc7c26)CC1
1178,0.79,2 (733),-0.30650246143341064,0.16649079322814941,NC1=NC2(CCN(CC2)C(=O)c3ccc(nc3)C#N)Nc4c(F)ccc(F)c14
1179,2.88,3 (1192),0.03645527362823486,0.09890729188919067,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3Cc4cccnc4C3)c(F)c2
1180,2.2,1 (622),-0.4208586812019348,-0.15164178609848022,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2ccccc12)c3ccccc3)c4cccnc4
1181,1.79,3 (1192),0.09060060977935791,0.09078526496887207,OCC(=O)N1CCC(CC1)c2[nH]nc(c3ccc(Cl)cc3F)c2c4ccncn4
1182,2.79,4 (1032),0.2810021638870239,-0.32053786516189575,CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc23
1183,2.48,3 (1192),0.17746055126190186,0.1004183292388916,NC(=O)c1cnc2[nH]c(nc2c1NCCCNC(=O)C3CCC3)c4ccc(OCCN5CCCCC5)cc4
1184,3.0,1 (622),-0.5,0.04976886510848999,CNC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c2ccc(Cl)cc2
1185,1.96,4 (1032),0.04690748453140259,-0.3102168142795563,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)n2
1186,2.15,2 (733),-0.33465367555618286,0.1911846399307251,CC1(CCC(=O)N1Cc2cccs2)C(=O)NC3CCCCC3
1187,3.3,4 (1032),-0.0573161244392395,-0.24184906482696533,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)N
1188,1.1,2 (733),-0.13932698965072632,0.1668892502784729,NC(=O)c1cccc(c1)[S+]([O-])[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4
1189,1.46,1 (622),-0.45708608627319336,-0.03269660472869873,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(cc3)C(F)(F)F)cc2)nc(N(C)C)c1CC(=O)O
1190,0.46,1 (622),-0.4282682240009308,0.018586933612823486,CCC(CC)NC(=O)c1nnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3
1191,1.24,4 (1032),0.18217575550079346,-0.3746744990348816,Nc1nc(SCc2ccccc2)nc3c1ncn3[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O
1192,0.7,1 (622),-0.4481014609336853,-0.2631433606147766,CN1C(=O)N(C)c2[nH]c(nc2C1=O)c3cccnc3
1193,3.1,3 (1192),-0.12572044134140015,0.47042256593704224,CO[C@@H]1CN(Cc2ccc(cc2)C(F)(F)F)CC[C@@H]1N(C)C(=O)Cc3ccc(cc3)n4cnnn4
1194,0.13,3 (1192),0.19959700107574463,0.17983144521713257,COc1ccc2cc(ccc2c1)[C@H](C)C(=O)O
1195,0.78,3 (1192),-0.0773707926273346,0.3581194281578064,CN(C)C1=C(C)N(C)N(C1=O)c2ccccc2
1196,2.7,2 (733),-0.10984128713607788,-0.11383572220802307,CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc3ccc(cc3OC)C(=O)NS(=O)(=O)c4ccccc4C)cn2C
1197,0.22,3 (1192),0.005989193916320801,0.11226177215576172,NC(=O)c1cncc(c1)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3
1198,0.85,4 (1032),-0.03371259570121765,-0.029685109853744507,CC(C(=O)O)c1ccc(c(F)c1)c2ccccc2
1199,3.7,4 (1032),-0.040768951177597046,-0.24255383014678955,COc1cc(ccc1Nc2ncc(c(n2)c3cnc4ccccn34)C(F)(F)F)N5CCN(CC5)C(=O)C
1200,1.3,4 (1032),-0.12330159544944763,-0.447536826133728,NC1(CCC1)c2ccc(cc2)c3ncc4nccn4c3c5ccccc5
1201,1.36,2 (733),-0.1629711091518402,-0.034258753061294556,COC[C@H](C)Oc1cc(Oc2cc(F)cc(F)c2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O
1202,1.37,1 (622),-0.2801962196826935,-0.33401232957839966,CCC(C)(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
1203,3.2,3 (1192),0.08761054277420044,0.42411428689956665,Fc1cccc(c1)C(COCc2cc(cc(c2)C(F)(F)F)C(F)(F)F)N3CCNCC3
1204,3.2,1 (622),-0.4056212604045868,-0.12117144465446472,COc1cc(F)ccc1c2cncc(CNC(=O)c3ccccn3)c2
1205,3.26,4 (1032),-0.041909486055374146,-0.44941774010658264,CSCc1cc(nc(n1)c2ccccc2)N3CCOCC3
1206,1.62,5 (621),0.25470179319381714,0.026300013065338135,CN(C)CCCNc1cc(nc2c(cnn12)C#N)n3ccc4ccc(NC(=O)C)cc34
1207,2.24,5 (621),0.25339412689208984,0.031912267208099365,CC(=O)Nc1ccc2ccn(c3cc(NCCN4CCCC4)n5ncc(C#N)c5n3)c2c1
1208,3.59,3 (1192),-0.09849599003791809,0.21459370851516724,Clc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N
1209,2.46,5 (621),0.39608049392700195,-0.04233407974243164,Oc1ccc(cc1)C2=COc3cc(O)ccc3C2=O
1210,3.8,1 (622),-0.36167365312576294,-0.26205867528915405,Nc1ccc2[nH]c(Cc3ccc(Oc4ccccc4)cc3)nc2c1
1211,1.5,1 (622),-0.4484618604183197,-0.11180779337882996,CN1C(=O)C(=Cc2cnc(NC(CCO)CCO)nc12)Oc3ccc(F)cc3F
1212,1.1,2 (733),-0.10022881627082825,0.046094536781311035,CCc1ccc(NC(=O)c2ccc3cc(ccc3c2)C(=N)N)cc1
1213,3.6,4 (1032),0.1202729344367981,-0.30341440439224243,CC#Cc1ccnc(c1)c2cc(ccc2O)C3(N=C(C)C(=N3)N)C4CC4
1214,3.12,3 (1192),-0.07265713810920715,0.4749792218208313,Fc1ccc(cc1)C(NC(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)C5=CNC(=O)C(=C5)Cl
1215,1.84,5 (621),0.3811441659927368,-0.24809926748275757,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC=O)C(=O)C(F)(F)F
1216,2.9,4 (1032),-0.04245644807815552,-0.24565458297729492,COc1cc(ccc1Nc2ncc(C)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C
1217,3.18,5 (621),0.43038880825042725,-0.06037247180938721,Nc1cccc2C(=O)N(Cc3cccc(Cl)c3)C(=O)c12
1218,1.04,3 (1192),0.15702968835830688,0.13909900188446045,NC(=O)Nc1cc(sc1C(=O)N[C@H]2CCCNC2)c3ccccc3
1219,2.26,4 (1032),0.19571489095687866,-0.2787114679813385,Nc1nc(Cl)nc(NCc2ccccc2)n1
1220,-0.5,2 (733),-0.3410096764564514,0.13789737224578857,COc1cccc(COCC(O)CN2CCC(CC2)C(=O)N)c1
1221,2.21,1 (622),-0.15163791179656982,-0.22497013211250305,Oc1ccc(CCNCCCCCCOCCc2ccccc2)c3sc(O)nc13
1222,0.95,2 (733),-0.16459056735038757,-0.0359521210193634,COC[C@H](C)Oc1cc(Oc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O
1223,1.19,5 (621),0.3447585105895996,-0.19351765513420105,Clc1ccc2ncc(c3cccc(NC4CNC4)n3)n2c1
1224,-0.21,2 (733),-0.09730550646781921,0.04485774040222168,NC(=N)Nc1ccc(cc1)C(=O)Oc2ccccc2
1225,0.2,4 (1032),-0.141910582780838,-0.4510030746459961,NC1(CCC1)c2ccc(cc2)C3=NN4C=CC(=O)N=C4C=C3c5ccccc5
1226,1.5,5 (621),0.37633413076400757,0.06507855653762817,CCOc1ccc(NC(=O)C)cc1
1227,4.03,2 (733),-0.27059948444366455,-0.09196469187736511,O=C(CC12CC3CC(CC(C3)C1)C2)Nc4ccc5[nH]ncc5c4
1228,-0.22,5 (621),0.2620677947998047,-0.09501034021377563,OC(=O)Cc1csc(n1)c2ccc(Cl)cc2
1229,1.2,3 (1192),-0.08223623037338257,0.4171041250228882,Cc1oc(cc1)c2ccc(cc2F)S(=O)(=O)N3CCC[C@H]3C(=O)N4CC[C@@H](N)C4
1230,2.88,1 (622),-0.3472170829772949,-0.22894960641860962,Cc1onc(c1)[C@H](O)[C@](C)(OCc2ccc(cc2)c3ccccc3)C(=O)NO
1231,0.59,4 (1032),0.14682894945144653,-0.2070164978504181,COc1cccc(Oc2cncnc2O)c1
1232,2.97,4 (1032),0.2839047908782959,-0.31946730613708496,CC(C)Oc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c4ccc(F)cn4)n[nH]1
1233,2.84,2 (733),-0.2706700563430786,-0.057571083307266235,OC(=O)c1cccc(c1)c2ccc3c(C(=O)NCC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2
1234,2.67,2 (733),-0.18360492587089539,-0.020840615034103394,Nc1nc(N)c(nc1Cl)C(=O)Nc2ccccn2
1235,2.4,3 (1192),0.20351248979568481,0.16484254598617554,CN1CCN(CC1)C(=O)c2cc3cc(Cl)ccc3[nH]2
1236,4.2,3 (1192),-0.047965049743652344,0.48760950565338135,CCn1c(C)c(C(=O)O)c(c2cccc(c2)N3CCN(CC3)c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN6CCC(O)CC6)CSc7ccccc7)c(c5)S(=O)(=O)C(F)(F)F)cc4)c1c8ccc(Cl)cc8
1237,1.21,3 (1192),-0.0049475133419036865,0.3096681833267212,CC1CN(C1)C(=O)c2nnc3c(cccc3c2N)c4ncccn4
1238,3.75,4 (1032),0.2621774673461914,-0.31070637702941895,OC[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cc4
1239,2.38,4 (1032),-0.030108004808425903,-0.4614007771015167,C[C@H]1COCCN1c2cc(CS(=O)(=O)C)nc(n2)c3ccc4[nH]ccc4c3
1240,3.07,4 (1032),0.24585014581680298,-0.2827579379081726,COCCCc1cc(Nc2nc(NCc3onc(C)c3)ncc2Br)n[nH]1
1241,0.8,2 (733),-0.19929414987564087,0.17834335565567017,OCc1ccc(OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccccc4)C(=O)O)CC2)cc1Cl
1242,1.94,2 (733),-0.26825278997421265,-0.06286400556564331,OC(=O)CNCCNc1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3
1243,3.49,3 (1192),-0.052798449993133545,0.19215774536132812,COc1cc(ccc1C2CC2)N3CCN([C@H](C)C3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N
1244,1.47,4 (1032),0.031017422676086426,-0.19684293866157532,CCNC(=O)c1ccc(C)c(c1)N2C=Nc3ccc(cc3C2=O)N4CCN(C)CC4
1245,3.62,2 (733),-0.14540335536003113,-0.007763534784317017,O=C(Nc1nc(cs1)c2ccccc2)c3cccnc3
1246,3.4,3 (1192),-0.04492589831352234,0.2677200436592102,CS(=O)(=O)n1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13
1247,3.0,3 (1192),0.2742040157318115,0.25696778297424316,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OCC(F)(F)F
1248,2.34,2 (733),-0.22186648845672607,-0.10732001066207886,Nc1nnc(Cc2ccc(Cl)cc2)s1
1249,1.26,3 (1192),0.015514492988586426,0.30380380153656006,OC(=O)c1c(C#N)c2ccccc2n1Cc3ccc(Cl)c(Cl)c3
1250,2.32,1 (622),-0.21902137994766235,-0.16645881533622742,O[C@@H](CNCCc1cccc(c1)c2cccc(CNCc3ccccc3)c2)c4ccc(O)c5NC(=O)Sc45
1251,2.43,4 (1032),0.01160740852355957,-0.2476247251033783,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CCCN4CCOCC4)n2
1252,3.12,4 (1032),0.18365514278411865,-0.41384562849998474,C[C@H](CO)Nc1nc(SCc2ccccc2F)nc3nc(N)sc13
1253,0.62,3 (1192),0.05000358819961548,0.35322755575180054,OCC[C@]1(CCCNC1)c2ccc(Cl)c(Cl)c2
1254,3.6,3 (1192),-0.0620078444480896,0.4297836422920227,C=CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Nc4ccccc4
1255,0.45,1 (622),-0.4367648661136627,0.04595893621444702,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(cc2)C#N)c3ccc(F)cc3)C(C)(C)C
1256,2.98,2 (733),-0.19758394360542297,0.19528520107269287,OC(=O)[C@H](Cc1ccc(F)cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
1257,2.5,4 (1032),0.01175910234451294,-0.3907167315483093,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ncoc34)n2)c1
1258,3.23,4 (1032),-0.08495226502418518,-0.31502509117126465,COCCC(=O)N(C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1
1259,2.89,3 (1192),0.2817310690879822,0.2799052596092224,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3)C#N)cn2)C(=O)OC(C)(C)C
1260,2.52,4 (1032),8.89897346496582e-05,-0.24598285555839539,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)S(=O)(=O)CCN(C)C)n2
1261,1.7,5 (621),0.22517365217208862,-0.1715383529663086,Nc1ccc2ccccc2n1
1262,0.8,4 (1032),0.2058119773864746,-0.3336045742034912,CCCCN1Cc2c(O)n3nc(cc3nc2C1=O)c4occc4
1263,2.76,2 (733),-0.2629126310348511,0.09364175796508789,CN1C=C(C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)C(=CC1=O)C(F)(F)F
1264,3.1,5 (621),0.35009896755218506,0.029632210731506348,Nc1nc2ccc(cc2s1)c3cccc(O)c3
1265,3.61,3 (1192),-0.15738990902900696,0.3503008484840393,CC#CCN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c3C1=O)c6cncn6C
1266,2.7,3 (1192),-0.05233502388000488,0.1836751103401184,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)nn(C)c5c4
1267,2.0,3 (1192),-0.11268123984336853,0.2868569493293762,Cc1nccc(c1Cl)c2ccc(cc2)c3nc4ccncc4c(O)c3C#N
1268,2.9,4 (1032),-0.09720015525817871,-0.4861704409122467,O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4
1269,0.2,5 (621),0.46166473627090454,-0.11348628997802734,COc1ncc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1
1270,2.0,2 (733),-0.11202698945999146,-0.11317068338394165,COc1cc(ccc1Cc2cn(C)c3ccc(NC(=O)CC4CCCC4)cc23)C(=O)O
1271,-0.16,3 (1192),0.08587771654129028,0.27017587423324585,Cc1c(c2cc(F)ccc2n1CC(=O)O)S(=O)(=O)c3ccc(Cl)cc3
1272,2.7,4 (1032),0.03766345977783203,-0.39843952655792236,NS(=O)(=O)c1ccc(Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2)cc1
1273,1.97,1 (622),-0.27781981229782104,-0.33687126636505127,CCC(C)(CC)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3
1274,2.46,3 (1192),-0.02917984127998352,0.19808465242385864,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N3CCN(CC3)c4ccc(cn4)C#N)C(=O)C2
1275,0.37,3 (1192),0.19334620237350464,0.43923938274383545,NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C(Cl)Cl)cc1Cl
1276,0.99,5 (621),0.3860042691230774,0.06836271286010742,Cc1nc2ncnn2c(O)c1CCOC(=O)c3ccccc3F
1277,3.42,2 (733),-0.247153639793396,0.11482280492782593,O[C@H](CNS(=O)(=O)c1cccc(c1)C#N)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3
1278,3.8,2 (733),-0.22679421305656433,-0.08941793441772461,O=C(NCCCCc1ccccc1)c2ccccc2
1279,0.08,3 (1192),-0.0002490878105163574,0.20459413528442383,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N
1280,0.9,3 (1192),-0.008954674005508423,0.1955530047416687,NC(=O)C1CCCCC1
1281,0.95,1 (622),-0.4555550813674927,-0.26106059551239014,CN(C)c1ncnc2nc[nH]c12
1282,2.7,3 (1192),0.0731552243232727,0.3670172095298767,Nc1nonc1\C(=N\O)\Nc2ccc(F)c(Cl)c2
1283,0.87,2 (733),-0.22621947526931763,0.01782834529876709,COc1ccc(cc1)S(=O)(=O)Nc2ccccn2
1284,2.59,5 (621),0.25782525539398193,-0.072176992893219,Cc1ccc(cc1)c2csc3ncnc(O)c23
1285,3.0,3 (1192),-0.10600617527961731,0.28176480531692505,CCOc1ccccc1c2ccc(cc2)c3nc4ccncc4c(O)c3C#N
1286,1.68,4 (1032),0.16480636596679688,-0.2226473093032837,COc1ccc(NC(=O)C=C)cc1
1287,2.3,1 (622),-0.3150710165500641,-0.2771410644054413,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O
1288,2.63,2 (733),-0.25132960081100464,0.1490997076034546,CS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
1289,0.44,4 (1032),-0.06977501511573792,-0.4062899649143219,CN1CCC[C@H]1c2ccccn2
1290,3.4,5 (621),0.37237346172332764,-0.03812083601951599,Oc1ccc(cc1)c2oc3ccc(O)cc3n2
1291,2.72,4 (1032),0.1936752200126648,-0.3508220911026001,CC[C@H](Nc1ncnc2[nH]cnc12)C3=Nc4cccc(F)c4C(=O)N3c5ccccc5
1292,3.45,4 (1032),-0.05656927824020386,-0.3179035186767578,Cn1c(Nc2ccc(cc2)C(F)(F)F)nc3cc(Oc4ccnc(c4)c5ncc([nH]5)C(F)(F)F)ccc13
1293,2.2,5 (621),0.27102363109588623,-0.10044917464256287,Nc1nc(ns1)c2ccccc2
1294,3.4,1 (622),-0.3282756209373474,-0.23171481490135193,N\C(=C(/C#N)\c1ccccc1C(F)(F)F)\Sc2ccc(N)cc2
1295,2.05,3 (1192),0.13712447881698608,0.13212215900421143,CC(N(O)C(=O)N)c1cc2ccccc2s1
1296,1.52,5 (621),0.2820779085159302,-0.17497190833091736,Cc1onc(NC(=O)CSc2nc(C)cc(C)n2)c1
1297,3.0,3 (1192),-0.00029852986335754395,0.41357696056365967,COc1c(cc2ccccc2c1C(=O)N(C)C[C@@H](CCN3CCC(CC3)N4CCCNC4=O)c5ccc(Cl)c(Cl)c5)C#N
1298,1.44,2 (733),-0.23546937108039856,0.29656678438186646,CNC1=Nc2ncccc2C(=NC1c3ccns3)c4occc4
1299,-1.25,1 (622),-0.4596136808395386,-0.2582430839538574,CN1C(=O)N(C)c2ncn(CC(O)CO)c2C1=O
1300,2.03,4 (1032),-0.13231417536735535,-0.38711538910865784,CN1C(=O)CC(C)(CCc2cccc(c2)c3ccccc3)N=C1N
1301,2.51,2 (733),-0.10877400636672974,-0.11613208055496216,COc1cc(ccc1Cc2cn(C)c3ccc(cc23)C(=O)NCCc4ccccc4)C(=O)NS(=O)(=O)c5ccccc5C
1302,4.1,4 (1032),0.20030462741851807,-0.35928016901016235,Cc1ccc(cc1)c2nn(c3ncnc(N)c23)C(C)(C)C
1303,3.1,4 (1032),0.08126509189605713,-0.22094428539276123,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(CC(=O)N)CC4
1304,1.75,1 (622),-0.31442344188690186,-0.22876885533332825,NC(=O)c1ccc(Br)cc1
1305,1.84,3 (1192),0.05684804916381836,0.48107922077178955,C1CCN(CC1)c2ncnc3[nH]cnc23
1306,3.6,3 (1192),0.00011581182479858398,0.15652316808700562,CCOc1cccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)c1
1307,2.03,3 (1192),0.06253814697265625,0.17484843730926514,C[C@H](Oc1ccc(SCCCCCc2ccccc2)cc1)C(=O)c3nc(C)c(CCCC(=O)O)s3
1308,3.58,2 (733),-0.34466713666915894,0.16846764087677002,Fc1ccc(CN2CCN(CC2)[C@H](c3ccc(cc3)C(=O)N4CCC4)c5cccc(NC(=O)C6CC6)c5)cc1
1309,-0.92,3 (1192),-0.05911776423454285,0.2823562026023865,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O
1310,4.05,3 (1192),-0.12745296955108643,0.364684522151947,CC(C)CN1C(=O)N(C)C(=O)c2c(SCCCO)c(Cc3ccccc3C(F)(F)F)sc12
1311,3.97,3 (1192),-0.20860621333122253,0.36757731437683105,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6oc(cc6Cl)S(=O)(=O)C)c3C1=O
1312,1.57,1 (622),-0.46247079968452454,0.05380821228027344,C[C@H](NC(=O)c1c(C)nn(C2CCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C
1313,1.52,3 (1192),0.12725484371185303,0.0340733528137207,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4cccs4)C3=O
1314,0.83,5 (621),0.4444541335105896,-0.1609390377998352,COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4ccc5OCC(=O)Nc5n4)[C@@H](F)C3)c2c1
1315,2.2,2 (733),-0.10358282923698425,0.04878199100494385,O=C(Nc1ccc(nc1)n2ccnc2)c3ccc(cc3)C#N
1316,1.1,5 (621),0.22135388851165771,-0.09463241696357727,Nc1[nH]ncc1S(=O)(=O)c2ccccc2
1317,1.46,1 (622),-0.4322710335254669,0.04033350944519043,Cc1ccc(cc1)S(=O)(=O)Nc2c(C(=O)NCC(C)(C)C)c(C)nn2c3ccccc3
1318,1.7,4 (1032),-0.019297748804092407,-0.4654075503349304,CS(=O)(=O)Cc1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4
1319,1.72,4 (1032),0.13454103469848633,-0.36857539415359497,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OCC4CCC(F)(F)CC4)nc23
1320,3.75,3 (1192),-0.04310387372970581,0.25868940353393555,CCn1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13
1321,0.62,3 (1192),0.17365241050720215,0.2820189595222473,CCS(=O)(=O)c1ccc(c2cc(Cl)ccc2OCC(=O)O)c(c1)C(F)(F)F
1322,2.77,2 (733),-0.1925589144229889,0.1705973744392395,COc1ccccc1C[C@H](N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)C(=O)O
1323,2.36,4 (1032),0.09461724758148193,-0.04266884922981262,COc1cc2nnc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4
1324,2.3,5 (621),0.21925830841064453,-0.09610182046890259,Fc1ccc2cn[nH]c2c1
1325,2.4,4 (1032),0.19859009981155396,-0.3720482587814331,CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3ccc4c(N)ncnc34
1326,0.6,2 (733),-0.2499556839466095,0.0374913215637207,CCC1(CCC(=O)NC1=O)c2ccc(N)cc2
1327,1.47,3 (1192),-0.060508787631988525,0.3405308723449707,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl
1328,0.66,2 (733),-0.304341197013855,0.16831207275390625,NC1=NC2(CCN(CC2)C(=O)c3ccc(cc3)C#N)Nc4cccc(F)c14
1329,3.36,2 (733),-0.3203318417072296,-0.08675095438957214,Cc1ccc(cc1c2ccc(nc2)C(=O)NCC3CC3)C(=O)NC4CC4
1330,3.17,3 (1192),-0.007330834865570068,0.2529900074005127,CC(C)N=C1C=C2N(c3ccc(Cl)cc3)c4ccccc4N=C2C=C1Nc5ccc(Cl)cc5
1331,0.97,5 (621),0.4488641023635864,-0.15865078568458557,CO[C@@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4
1332,1.69,1 (622),-0.34527528285980225,-0.23177394270896912,Oc1cc(OCc2ccccc2)ccn1
1333,2.6,5 (621),0.31586384773254395,-0.07082328200340271,CN(C)CC(O)COc1ccc(Nc2cc(Nc3cc(Cl)ccc3Cl)ncn2)cc1
1334,3.15,3 (1192),-0.1486036777496338,0.3943050503730774,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4C[C@H](O)CO4
1335,2.84,4 (1032),0.006333053112030029,-0.31318435072898865,CN1CCN(CC1)c2ccc(Nc3ncc(C)c(Nc4cccc(c4)S(=O)(=O)NC(C)(C)C)n3)cc2
1336,2.22,4 (1032),0.14356428384780884,-0.19075444340705872,COc1cc2ncnc(Nc3ccncc3)c2cc1OC
1337,3.37,4 (1032),0.05734497308731079,-0.3904646635055542,N(c1ccccc1)c2[nH]nnc2c3ccccc3
1338,1.66,3 (1192),-0.06279993057250977,0.23359698057174683,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5cnccc5s4
1339,1.11,1 (622),-0.21607190370559692,-0.1698491871356964,O[C@@H](CNCCc1ccc(CNCCc2ccccc2)cc1)c3ccc(O)c4NC(=O)Sc34
1340,0.92,3 (1192),0.19853663444519043,0.4409775733947754,NS(=O)(=O)c1cc(Cl)c(Cl)c(c1)S(=O)(=O)N
1341,3.1,5 (621),0.2811935544013977,-0.07290506362915039,Fc1ccc(cc1)c2cn3ccccc3n2
